case_id,student_id,course_code,course_name,faculty_name,incident_date,violation_type,severity,status,description
AI000285,S000058,PHYS382,Physics Fundamentals,Prof. Anna Baker,2025-10-21,Unauthorized Materials,Minor,Under Investigation,Faculty member reported a suspected case of unauthorized materials in a submitted assignment.
AI000286,S001449,EE260,Principles of Electrical Engineering,Dr. Matthew Moore,2025-10-22,Fabrication of Data,Serious,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for fabrication of data.
AI000287,S007065,SOC432,Sociology Fundamentals,Dr. Danielle Johnson,2025-10-23,Contract Cheating,Serious,Resolved - Sanction Issued,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000288,S004884,HIST195,Introduction to History,Dr. Linda Wolfe,2025-10-23,Unauthorized Materials,Moderate,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000289,S003101,EE411,Principles of Electrical Engineering,Prof. Deborah Lynch,2025-10-24,Exam Impersonation,Minor,Under Investigation,Student was referred to the Academic Integrity Office for exam impersonation.
AI000290,S000965,CHEM318,Topics in Chemistry,Prof. Veronica Bowman,2025-10-25,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Prof. Veronica Bowman submitted a report alleging unauthorized use of ai tools in CHEM318.
AI000291,S007760,PSY415,Advanced Psychology,Prof. Deborah Lynch,2025-10-26,Cheating on Exam,Minor,Pending Review,Student was referred to the Academic Integrity Office for cheating on exam.
AI000292,S002667,PSY232,Principles of Psychology,Prof. Erin Herrera,2025-10-26,Unauthorized Use of AI Tools,Minor,Appealed,A case of unauthorized use of ai tools was flagged via the course's academic integrity review process.
AI000293,S001266,ME448,Principles of Mechanical Engineering,Dr. Diana Foster,2025-11-01,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Dr. Diana Foster submitted a report alleging unauthorized use of ai tools in ME448.
AI000294,S008304,POL207,Political Science Fundamentals,Prof. Jeremy Johnson,2025-11-02,Duplicate Submission,Minor,Appealed,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000295,S005720,BUS436,Introduction to Business Administration,Dr. Tasha Valencia,2025-11-06,Exam Impersonation,Serious,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for exam impersonation.
AI000296,S001286,CS267,Computer Science Seminar,Dr. Daniel Burton,2025-11-07,Unauthorized Collaboration,Moderate,Resolved - No Violation Found,A case of unauthorized collaboration was flagged via the course's academic integrity review process.
AI000297,S008743,PHYS294,Introduction to Physics,Dr. Patricia Miller,2025-11-10,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000298,S001870,ME228,Mechanical Engineering Fundamentals,Dr. Matthew Moore,2025-11-13,Exam Impersonation,Minor,Appealed,Dr. Matthew Moore submitted a report alleging exam impersonation in ME228.
AI000299,S005715,MATH401,Mathematics Fundamentals,Prof. Daniel Graham,2025-11-14,Plagiarism,Minor,Resolved - No Violation Found,Prof. Daniel Graham submitted a report alleging plagiarism in MATH401.
AI000300,S009755,SOC235,Introduction to Sociology,Prof. Veronica Bowman,2025-11-16,Cheating on Exam,Minor,Resolved - Sanction Issued,A case of cheating on exam was flagged via the course's academic integrity review process.
AI000301,S000604,ME156,Principles of Mechanical Engineering,Prof. Amanda Dudley,2025-11-19,Duplicate Submission,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for duplicate submission.
AI000302,S003651,MATH109,Advanced Mathematics,Dr. Jeffery Wagner,2025-11-20,Fabrication of Data,Minor,Resolved - Sanction Issued,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000303,S002808,CHEM149,Chemistry Seminar,Prof. Erin Herrera,2025-11-20,Contract Cheating,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000304,S000331,CHEM101,Principles of Chemistry,Prof. Cynthia Diaz,2025-11-25,Unauthorized Materials,Minor,Resolved - Sanction Issued,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000305,S000317,BIO102,Topics in Biology,Dr. Jeremy Roberts,2025-12-01,Exam Impersonation,Minor,Under Investigation,Student was referred to the Academic Integrity Office for exam impersonation.
AI000306,S000457,BUS364,Topics in Business Administration,Dr. Lindsay Blair,2025-12-02,Duplicate Submission,Minor,Appealed,"During grading, Dr. Lindsay Blair identified indicators consistent with duplicate submission."
AI000307,S005771,BUS201,Business Administration Fundamentals,Prof. Michelle Ray,2025-12-02,Duplicate Submission,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for duplicate submission.
AI000308,S000556,PHYS349,Principles of Physics,Dr. Danielle Johnson,2025-12-03,Cheating on Exam,Serious,Under Investigation,A case of cheating on exam was flagged via the course's academic integrity review process.
AI000309,S004108,ME319,Advanced Mechanical Engineering,Dr. Jason Hahn,2025-12-05,Fabrication of Data,Serious,Pending Review,Dr. Jason Hahn submitted a report alleging fabrication of data in ME319.
AI000310,S007842,CHEM240,Chemistry Fundamentals,Prof. Alexander Le,2025-12-05,Unauthorized Use of AI Tools,Minor,Under Investigation,"During grading, Prof. Alexander Le identified indicators consistent with unauthorized use of ai tools."
AI000311,S001936,ENG206,English Seminar,Dr. Susan Rogers,2025-12-05,Exam Impersonation,Serious,Under Investigation,Dr. Susan Rogers submitted a report alleging exam impersonation in ENG206.
AI000312,S003024,MATH457,Introduction to Mathematics,Dr. Diana Foster,2025-12-15,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized materials.
AI000313,S003094,PSY207,Intermediate Psychology,Dr. George Daniel,2025-12-15,Unauthorized Collaboration,Serious,Pending Review,"During grading, Dr. George Daniel identified indicators consistent with unauthorized collaboration."
AI000314,S001551,ENG497,Topics in English,Prof. Alexander Le,2025-12-15,Duplicate Submission,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for duplicate submission.
AI000315,S008940,MATH490,Topics in Mathematics,Dr. Reginald Robinson,2025-12-18,Unauthorized Materials,Minor,Appealed,"During grading, Dr. Reginald Robinson identified indicators consistent with unauthorized materials."
AI000316,S007261,CS303,Computer Science Seminar,Dr. Susan Rogers,2025-12-18,Fabrication of Data,Moderate,Resolved - Sanction Issued,Dr. Susan Rogers submitted a report alleging fabrication of data in CS303.
AI000317,S002459,SOC187,Sociology Fundamentals,Prof. Nancy Baker,2025-12-19,Cheating on Exam,Minor,Pending Review,Faculty member reported a suspected case of cheating on exam in a submitted assignment.
AI000318,S000870,EE185,Principles of Electrical Engineering,Dr. Matthew Moore,2025-12-20,Cheating on Exam,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for cheating on exam.
AI000319,S004072,CHEM219,Chemistry Fundamentals,Dr. Daniel Burton,2025-12-20,Fabrication of Data,Serious,Under Investigation,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000320,S005422,ENG275,Intermediate English,Dr. Christopher Davis,2025-12-23,Duplicate Submission,Serious,Resolved - No Violation Found,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000321,S006544,PSY479,Intermediate Psychology,Dr. Melanie Munoz,2025-12-28,Unauthorized Collaboration,Minor,Pending Review,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000322,S000585,POL260,Political Science Seminar,Dr. George Daniel,2025-12-29,Cheating on Exam,Moderate,Resolved - Sanction Issued,"During grading, Dr. George Daniel identified indicators consistent with cheating on exam."
AI000323,S006711,POL491,Political Science Fundamentals,Dr. Chelsea Hernandez,2026-01-04,Fabrication of Data,Serious,Resolved - Sanction Issued,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000324,S009711,ENG486,Advanced English,Prof. Anna Baker,2026-01-05,Duplicate Submission,Moderate,Pending Review,Student was referred to the Academic Integrity Office for duplicate submission.
AI000325,S005044,EE109,Intermediate Electrical Engineering,Dr. Janet Williams,2026-01-07,Unauthorized Use of AI Tools,Moderate,Pending Review,Faculty member reported a suspected case of unauthorized use of ai tools in a submitted assignment.
AI000326,S007803,ME494,Mechanical Engineering Seminar,Dr. Chelsea Hernandez,2026-01-07,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Dr. Chelsea Hernandez submitted a report alleging unauthorized materials in ME494.
AI000327,S005457,PSY464,Introduction to Psychology,Dr. Lindsay Blair,2026-01-07,Exam Impersonation,Moderate,Resolved - Sanction Issued,"During grading, Dr. Lindsay Blair identified indicators consistent with exam impersonation."
AI000328,S006180,SOC218,Topics in Sociology,Dr. Joshua Walker,2026-01-08,Unauthorized Materials,Moderate,Under Investigation,Faculty member reported a suspected case of unauthorized materials in a submitted assignment.
AI000329,S006817,HIST132,History Seminar,Prof. Vincent White,2026-01-10,Plagiarism,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000330,S001936,HIST365,Topics in History,Dr. Joseph Zuniga,2026-01-13,Exam Impersonation,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000331,S009867,ME344,Principles of Mechanical Engineering,Prof. Robin Ellis,2026-01-14,Unauthorized Use of AI Tools,Moderate,Pending Review,A case of unauthorized use of ai tools was flagged via the course's academic integrity review process.
AI000332,S001834,POL309,Political Science Seminar,Dr. Bryan James,2026-01-15,Cheating on Exam,Severe,Pending Review,Dr. Bryan James submitted a report alleging cheating on exam in POL309.
AI000333,S001470,HIST335,History Seminar,Prof. Amanda Dudley,2026-01-16,Contract Cheating,Moderate,Resolved - Sanction Issued,Prof. Amanda Dudley submitted a report alleging contract cheating in HIST335.
AI000334,S002240,ECON105,Economics Fundamentals,Dr. Jeffery Wagner,2026-01-17,Duplicate Submission,Serious,Resolved - Sanction Issued,"During grading, Dr. Jeffery Wagner identified indicators consistent with duplicate submission."
AI000335,S001473,PHYS337,Intermediate Physics,Prof. Deborah Lynch,2026-01-17,Unauthorized Collaboration,Moderate,Resolved - No Violation Found,Prof. Deborah Lynch submitted a report alleging unauthorized collaboration in PHYS337.
AI000336,S009427,PSY373,Psychology Fundamentals,Prof. Laura Henderson,2026-01-18,Duplicate Submission,Serious,Pending Review,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000337,S000002,MATH432,Intermediate Mathematics,Prof. Brenda Hurst,2026-01-19,Unauthorized Materials,Severe,Resolved - Sanction Issued,"During grading, Prof. Brenda Hurst identified indicators consistent with unauthorized materials."
AI000338,S007196,MATH181,Mathematics Seminar,Prof. Cynthia Diaz,2026-01-19,Fabrication of Data,Minor,Resolved - Sanction Issued,Prof. Cynthia Diaz submitted a report alleging fabrication of data in MATH181.
AI000339,S002571,POL206,Introduction to Political Science,Dr. Janet Williams,2026-01-22,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000340,S007123,BIO117,Topics in Biology,Prof. Laura Henderson,2026-01-22,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000341,S001751,EE362,Topics in Electrical Engineering,Prof. Joseph Davidson,2026-01-22,Exam Impersonation,Moderate,Appealed,"During grading, Prof. Joseph Davidson identified indicators consistent with exam impersonation."
AI000342,S004581,BUS123,Topics in Business Administration,Prof. Jeffrey Lawrence,2026-01-23,Unauthorized Materials,Serious,Resolved - Sanction Issued,Prof. Jeffrey Lawrence submitted a report alleging unauthorized materials in BUS123.
AI000343,S002351,BIO220,Biology Seminar,Prof. Erin Herrera,2026-01-24,Fabrication of Data,Moderate,Pending Review,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000344,S000056,MATH108,Topics in Mathematics,Dr. Whitney Hicks,2026-01-25,Unauthorized Collaboration,Minor,Pending Review,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000345,S004027,HIST374,History Seminar,Prof. Brenda Hurst,2026-01-25,Cheating on Exam,Serious,Resolved - Sanction Issued,"During grading, Prof. Brenda Hurst identified indicators consistent with cheating on exam."
AI000346,S005842,PSY477,Introduction to Psychology,Prof. Leslie Adams,2026-01-27,Cheating on Exam,Moderate,Under Investigation,Student was referred to the Academic Integrity Office for cheating on exam.
AI000347,S009427,BUS470,Business Administration Seminar,Dr. Frank Gray,2026-01-29,Unauthorized Collaboration,Severe,Under Investigation,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000348,S005688,ME385,Advanced Mechanical Engineering,Prof. Christopher Hall,2026-01-29,Fabrication of Data,Minor,Resolved - No Violation Found,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000349,S007935,HIST333,Intermediate History,Dr. Christopher Davis,2026-01-29,Plagiarism,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000350,S000792,ME389,Mechanical Engineering Seminar,Prof. Joseph Davidson,2026-01-31,Fabrication of Data,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000351,S002312,MATH402,Topics in Mathematics,Dr. Bryan James,2026-02-03,Exam Impersonation,Minor,Pending Review,"During grading, Dr. Bryan James identified indicators consistent with exam impersonation."
AI000352,S001473,BIO363,Topics in Biology,Dr. Lindsay Blair,2026-02-04,Duplicate Submission,Severe,Resolved - No Violation Found,"During grading, Dr. Lindsay Blair identified indicators consistent with duplicate submission."
AI000353,S000017,POL198,Principles of Political Science,Dr. Jason Hahn,2026-02-05,Plagiarism,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for plagiarism.
AI000354,S005285,BUS252,Business Administration Fundamentals,Dr. Frank Gray,2026-02-08,Fabrication of Data,Minor,Pending Review,"During grading, Dr. Frank Gray identified indicators consistent with fabrication of data."
AI000355,S006112,ME153,Topics in Mechanical Engineering,Dr. Matthew Moore,2026-02-12,Unauthorized Use of AI Tools,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000356,S005554,CHEM305,Introduction to Chemistry,Dr. Melanie Munoz,2026-02-15,Fabrication of Data,Serious,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for fabrication of data.
AI000357,S003066,POL118,Introduction to Political Science,Prof. Joseph Davidson,2026-02-18,Exam Impersonation,Moderate,Resolved - Sanction Issued,Prof. Joseph Davidson submitted a report alleging exam impersonation in POL118.
AI000358,S006354,BUS476,Intermediate Business Administration,Dr. Christopher Williams,2026-02-18,Unauthorized Materials,Moderate,Resolved - Sanction Issued,"During grading, Dr. Christopher Williams identified indicators consistent with unauthorized materials."
AI000359,S001462,SOC134,Sociology Seminar,Dr. Bryan James,2026-02-21,Unauthorized Materials,Moderate,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for unauthorized materials.
AI000360,S000141,MATH143,Introduction to Mathematics,Dr. Susan Rogers,2026-02-23,Fabrication of Data,Minor,Under Investigation,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000361,S005046,BUS467,Topics in Business Administration,Dr. Joshua Walker,2026-02-28,Cheating on Exam,Moderate,Resolved - No Violation Found,Faculty member reported a suspected case of cheating on exam in a submitted assignment.
AI000362,S006277,BUS320,Principles of Business Administration,Prof. Cynthia Diaz,2026-02-28,Unauthorized Use of AI Tools,Minor,Pending Review,"During grading, Prof. Cynthia Diaz identified indicators consistent with unauthorized use of ai tools."
AI000363,S006644,PSY482,Psychology Fundamentals,Prof. Cynthia Diaz,2026-03-03,Exam Impersonation,Minor,Under Investigation,Prof. Cynthia Diaz submitted a report alleging exam impersonation in PSY482.
AI000364,S004354,PSY263,Introduction to Psychology,Dr. Diana Foster,2026-03-06,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000365,S004227,CHEM436,Chemistry Fundamentals,Dr. Joseph Wright,2026-03-08,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000366,S000229,CS106,Principles of Computer Science,Dr. Jeremy Roberts,2026-03-10,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Dr. Jeremy Roberts submitted a report alleging unauthorized collaboration in CS106.
AI000367,S007059,NUR334,Principles of Nursing,Dr. Daniel Burton,2026-03-11,Duplicate Submission,Minor,Resolved - Sanction Issued,"During grading, Dr. Daniel Burton identified indicators consistent with duplicate submission."
AI000368,S008898,SOC213,Principles of Sociology,Dr. Bryan James,2026-03-14,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Dr. Bryan James submitted a report alleging unauthorized materials in SOC213.
AI000369,S008733,CHEM453,Topics in Chemistry,Prof. Michelle Ray,2026-03-14,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Prof. Michelle Ray submitted a report alleging unauthorized collaboration in CHEM453.
AI000370,S002208,EE465,Electrical Engineering Seminar,Dr. Patricia Miller,2026-03-17,Cheating on Exam,Serious,Resolved - Sanction Issued,"During grading, Dr. Patricia Miller identified indicators consistent with cheating on exam."
AI000371,S005422,CS250,Computer Science Fundamentals,Dr. Jason Hahn,2026-03-17,Exam Impersonation,Moderate,Resolved - No Violation Found,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000372,S006564,PSY251,Intermediate Psychology,Dr. Melanie Munoz,2026-03-20,Fabrication of Data,Moderate,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for fabrication of data.
AI000373,S006172,PHYS441,Topics in Physics,Prof. Nancy Edwards,2026-03-22,Unauthorized Materials,Moderate,Resolved - No Violation Found,"During grading, Prof. Nancy Edwards identified indicators consistent with unauthorized materials."
AI000374,S002571,PSY230,Principles of Psychology,Dr. Lisa Smith,2026-03-23,Unauthorized Use of AI Tools,Minor,Pending Review,"During grading, Dr. Lisa Smith identified indicators consistent with unauthorized use of ai tools."
AI000375,S002564,ME430,Topics in Mechanical Engineering,Prof. Maria Montgomery,2026-03-25,Unauthorized Use of AI Tools,Serious,Resolved - Sanction Issued,Prof. Maria Montgomery submitted a report alleging unauthorized use of ai tools in ME430.
AI000376,S001741,SOC194,Sociology Seminar,Dr. Whitney Hicks,2026-03-25,Contract Cheating,Moderate,Resolved - Sanction Issued,"During grading, Dr. Whitney Hicks identified indicators consistent with contract cheating."
AI000377,S009869,HIST374,Advanced History,Dr. Reginald Robinson,2026-03-25,Plagiarism,Minor,Resolved - Sanction Issued,"During grading, Dr. Reginald Robinson identified indicators consistent with plagiarism."
AI000378,S008349,NUR101,Intermediate Nursing,Dr. Daniel Burton,2026-03-26,Duplicate Submission,Minor,Pending Review,"During grading, Dr. Daniel Burton identified indicators consistent with duplicate submission."
AI000379,S003066,PHYS158,Intermediate Physics,Dr. Chelsea Hernandez,2026-03-26,Unauthorized Materials,Serious,Pending Review,A case of unauthorized materials was flagged via the course's academic integrity review process.
AI000380,S002808,CHEM445,Advanced Chemistry,Prof. Veronica Bowman,2026-03-28,Unauthorized Materials,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized materials.
AI000381,S006141,ME158,Introduction to Mechanical Engineering,Dr. Whitney Hicks,2026-03-30,Contract Cheating,Minor,Pending Review,Student was referred to the Academic Integrity Office for contract cheating.
AI000382,S007867,EE215,Electrical Engineering Seminar,Prof. Craig Ramirez,2026-03-31,Cheating on Exam,Moderate,Resolved - Sanction Issued,A case of cheating on exam was flagged via the course's academic integrity review process.
AI000383,S008298,ME334,Introduction to Mechanical Engineering,Dr. George Daniel,2026-04-01,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized collaboration in a submitted assignment.
AI000384,S001325,EE341,Advanced Electrical Engineering,Prof. Robin Ellis,2026-04-02,Unauthorized Collaboration,Moderate,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000385,S000364,PHYS210,Principles of Physics,Dr. Jeffery Wagner,2026-04-09,Contract Cheating,Serious,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000386,S001601,NUR148,Intermediate Nursing,Dr. Danielle Johnson,2026-04-10,Contract Cheating,Minor,Under Investigation,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000387,S003877,CHEM178,Chemistry Fundamentals,Dr. Patricia Miller,2026-04-10,Duplicate Submission,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for duplicate submission.
AI000388,S001893,EE109,Introduction to Electrical Engineering,Dr. Debra Gardner,2026-04-15,Unauthorized Collaboration,Serious,Under Investigation,"During grading, Dr. Debra Gardner identified indicators consistent with unauthorized collaboration."
AI000389,S007883,SOC291,Principles of Sociology,Dr. Melanie Munoz,2026-04-20,Plagiarism,Moderate,Resolved - Sanction Issued,"During grading, Dr. Melanie Munoz identified indicators consistent with plagiarism."
AI000390,S004085,SOC172,Advanced Sociology,Dr. Matthew Moore,2026-04-21,Unauthorized Use of AI Tools,Minor,Resolved - Sanction Issued,Dr. Matthew Moore submitted a report alleging unauthorized use of ai tools in SOC172.
AI000391,S002466,ECON437,Principles of Economics,Dr. Linda Wolfe,2026-04-23,Contract Cheating,Moderate,Resolved - No Violation Found,"During grading, Dr. Linda Wolfe identified indicators consistent with contract cheating."
AI000392,S000796,CS165,Computer Science Fundamentals,Dr. Danielle Johnson,2026-04-23,Contract Cheating,Serious,Under Investigation,"During grading, Dr. Danielle Johnson identified indicators consistent with contract cheating."
AI000393,S005623,BIO464,Principles of Biology,Dr. Anthony Gonzalez,2026-04-26,Exam Impersonation,Minor,Resolved - Sanction Issued,A case of exam impersonation was flagged via the course's academic integrity review process.
AI000394,S008892,MATH171,Principles of Mathematics,Prof. Daniel Graham,2026-04-28,Fabrication of Data,Serious,Pending Review,"During grading, Prof. Daniel Graham identified indicators consistent with fabrication of data."
AI000395,S009297,MATH470,Introduction to Mathematics,Prof. Maria Montgomery,2026-04-28,Contract Cheating,Minor,Resolved - Sanction Issued,Prof. Maria Montgomery submitted a report alleging contract cheating in MATH470.
AI000396,S008479,ME413,Topics in Mechanical Engineering,Dr. Janet Williams,2026-04-28,Unauthorized Collaboration,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized collaboration.
AI000397,S008191,EE328,Intermediate Electrical Engineering,Prof. Alexander Le,2026-05-01,Plagiarism,Minor,Resolved - Sanction Issued,"During grading, Prof. Alexander Le identified indicators consistent with plagiarism."
AI000398,S000604,CHEM141,Intermediate Chemistry,Prof. Leslie Adams,2026-05-02,Plagiarism,Serious,Resolved - Sanction Issued,Prof. Leslie Adams submitted a report alleging plagiarism in CHEM141.
AI000399,S009292,PHYS441,Intermediate Physics,Prof. Kenneth Fowler,2026-05-03,Contract Cheating,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000400,S005263,HIST383,Principles of History,Dr. Reginald Robinson,2026-05-06,Plagiarism,Minor,Pending Review,Dr. Reginald Robinson submitted a report alleging plagiarism in HIST383.
AI000401,S006011,PHYS235,Intermediate Physics,Prof. Nancy Edwards,2026-05-07,Exam Impersonation,Serious,Resolved - Sanction Issued,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000402,S004860,SOC185,Intermediate Sociology,Dr. Jason Hahn,2026-05-09,Fabrication of Data,Minor,Resolved - Sanction Issued,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000403,S002495,ME457,Introduction to Mechanical Engineering,Prof. Jeffrey Lawrence,2026-05-16,Contract Cheating,Moderate,Resolved - Sanction Issued,A case of contract cheating was flagged via the course's academic integrity review process.
AI000404,S003412,POL213,Advanced Political Science,Prof. Veronica Bowman,2026-05-16,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,"During grading, Prof. Veronica Bowman identified indicators consistent with unauthorized use of ai tools."
AI000405,S004865,ECON332,Introduction to Economics,Dr. Danielle Johnson,2026-05-20,Fabrication of Data,Serious,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for fabrication of data.
AI000406,S004316,BIO468,Principles of Biology,Dr. Christopher Williams,2026-05-21,Unauthorized Materials,Moderate,Under Investigation,"During grading, Dr. Christopher Williams identified indicators consistent with unauthorized materials."
AI000407,S001976,POL239,Political Science Fundamentals,Prof. Daniel Graham,2026-05-28,Exam Impersonation,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of exam impersonation in a submitted assignment.
AI000408,S008540,SOC250,Intermediate Sociology,Dr. Chelsea Hernandez,2026-05-30,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,"During grading, Dr. Chelsea Hernandez identified indicators consistent with unauthorized use of ai tools."
AI000409,S006385,ME310,Introduction to Mechanical Engineering,Dr. Whitney Hicks,2026-06-01,Duplicate Submission,Minor,Resolved - No Violation Found,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000410,S005041,MATH196,Principles of Mathematics,Dr. Anthony Gonzalez,2026-06-02,Exam Impersonation,Serious,Resolved - Sanction Issued,A case of exam impersonation was flagged via the course's academic integrity review process.
AI000411,S004052,HIST270,Topics in History,Dr. Anthony Gonzalez,2026-06-04,Duplicate Submission,Minor,Resolved - Sanction Issued,"During grading, Dr. Anthony Gonzalez identified indicators consistent with duplicate submission."
AI000412,S008846,ME396,Mechanical Engineering Seminar,Dr. Lisa Smith,2026-06-06,Duplicate Submission,Minor,Appealed,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000413,S007458,POL430,Political Science Fundamentals,Dr. Danielle Johnson,2026-06-10,Plagiarism,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000414,S001325,BIO463,Intermediate Biology,Dr. Diana Foster,2026-06-12,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Dr. Diana Foster submitted a report alleging unauthorized use of ai tools in BIO463.
AI000415,S006438,PHYS219,Physics Seminar,Prof. Anna Baker,2026-06-14,Exam Impersonation,Serious,Resolved - No Violation Found,A case of exam impersonation was flagged via the course's academic integrity review process.
AI000416,S004959,BIO474,Biology Fundamentals,Dr. Tasha Valencia,2026-06-20,Duplicate Submission,Minor,Resolved - Sanction Issued,"During grading, Dr. Tasha Valencia identified indicators consistent with duplicate submission."
AI000417,S005544,ENG210,English Seminar,Dr. Christopher Davis,2026-06-21,Unauthorized Use of AI Tools,Moderate,Resolved - No Violation Found,"During grading, Dr. Christopher Davis identified indicators consistent with unauthorized use of ai tools."
AI000418,S006219,PHYS185,Physics Seminar,Dr. Lindsay Blair,2026-06-21,Unauthorized Materials,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of unauthorized materials in a submitted assignment.
AI000419,S002580,NUR493,Intermediate Nursing,Prof. Megan Parsons,2026-06-26,Plagiarism,Minor,Pending Review,Student was referred to the Academic Integrity Office for plagiarism.
AI000420,S007514,NUR215,Introduction to Nursing,Dr. Joseph Zuniga,2026-06-27,Fabrication of Data,Serious,Resolved - Sanction Issued,"During grading, Dr. Joseph Zuniga identified indicators consistent with fabrication of data."
AI000421,S009984,HIST128,Introduction to History,Dr. Chelsea Hernandez,2026-06-27,Cheating on Exam,Moderate,Resolved - Sanction Issued,"During grading, Dr. Chelsea Hernandez identified indicators consistent with cheating on exam."
AI000422,S005510,SOC489,Advanced Sociology,Dr. Joseph Zuniga,2026-06-27,Fabrication of Data,Serious,Pending Review,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000423,S003506,EE127,Topics in Electrical Engineering,Dr. Joshua Walker,2026-07-02,Exam Impersonation,Minor,Resolved - Sanction Issued,Dr. Joshua Walker submitted a report alleging exam impersonation in EE127.
AI000424,S004761,BIO445,Advanced Biology,Prof. Veronica Bowman,2026-07-06,Unauthorized Use of AI Tools,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000425,S002530,EE100,Principles of Electrical Engineering,Prof. Brenda Hurst,2026-07-07,Contract Cheating,Serious,Resolved - Sanction Issued,"During grading, Prof. Brenda Hurst identified indicators consistent with contract cheating."
