report_id,student_id,incident_date,location,incident_type,severity,status,narrative
CS000412,S005544,2025-08-19,Science Building,Harassment,Medium,Closed,Campus Safety was dispatched to Science Building after a report of harassment.
CS000413,S001380,2025-08-20,Engineering Annex,Drug Policy Violation,Low,Closed,Student was involved in a drug policy violation reported near Engineering Annex.
CS000414,S009255,2025-08-21,Main Quad,Alcohol Policy Violation,Medium,Closed,Student was involved in a alcohol policy violation reported near Main Quad.
CS000415,S004844,2025-08-21,Fine Arts Center,Physical Altercation,High,Open,Reporting officer responded to Fine Arts Center regarding a physical altercation involving the listed student.
CS000416,S009287,2025-08-22,Main Quad,Vandalism,Low,Closed,A vandalism was observed and documented at Main Quad.
CS000417,S002624,2025-08-22,Birchwood Hall,Physical Altercation,Medium,Open,Campus Safety was dispatched to Birchwood Hall after a report of physical altercation.
CS000418,S008609,2025-08-22,Off-Campus Housing,Fire Alarm Activation,Low,Closed,Student was involved in a fire alarm activation reported near Off-Campus Housing.
CS000419,S003518,2025-08-22,Recreation Center,Suspicious Activity,Low,Referred to Conduct Board,Reporting officer responded to Recreation Center regarding a suspicious activity involving the listed student.
CS000420,S003070,2025-08-23,Riverbend Hall,Trespassing,Low,Closed,A trespassing was observed and documented at Riverbend Hall.
CS000421,S008199,2025-08-24,Aspen Court,Alcohol Policy Violation,Low,Referred to Conduct Board,Incident occurred at Aspen Court. Responding staff documented a alcohol policy violation.
CS000422,S008812,2025-08-25,Sunrise Commons,Suspicious Activity,Low,Closed,Reporting officer responded to Sunrise Commons regarding a suspicious activity involving the listed student.
CS000423,S004495,2025-08-28,Engineering Annex,Alcohol Policy Violation,High,Closed,Student was involved in a alcohol policy violation reported near Engineering Annex.
CS000424,S002898,2025-08-28,Library,Weapons Policy Violation,Low,Under Investigation,Student was involved in a weapons policy violation reported near Library.
CS000425,S004730,2025-08-28,Fine Arts Center,Physical Altercation,Medium,Closed,Campus Safety was dispatched to Fine Arts Center after a report of physical altercation.
CS000426,S007845,2025-08-30,Science Building,Weapons Policy Violation,Low,Under Investigation,Incident occurred at Science Building. Responding staff documented a weapons policy violation.
CS000427,S009732,2025-08-31,Northgate Hall,Weapons Policy Violation,Medium,Closed,Incident occurred at Northgate Hall. Responding staff documented a weapons policy violation.
CS000428,S005392,2025-08-31,Recreation Center,Harassment,Critical,Open,Incident occurred at Recreation Center. Responding staff documented a harassment.
CS000429,S002583,2025-09-02,Summit House,Physical Altercation,High,Closed,Student was involved in a physical altercation reported near Summit House.
CS000430,S009054,2025-09-03,Sunrise Commons,Vandalism,High,Closed,Incident occurred at Sunrise Commons. Responding staff documented a vandalism.
CS000431,S007197,2025-09-05,Recreation Center,Drug Policy Violation,High,Closed,Incident occurred at Recreation Center. Responding staff documented a drug policy violation.
CS000432,S001096,2025-09-06,Science Building,Weapons Policy Violation,High,Open,Campus Safety was dispatched to Science Building after a report of weapons policy violation.
CS000433,S000922,2025-09-06,East Lot,Harassment,High,Closed,A harassment was observed and documented at East Lot.
CS000434,S003850,2025-09-07,Northgate Hall,Suspicious Activity,Medium,Closed,A suspicious activity was observed and documented at Northgate Hall.
CS000435,S002950,2025-09-08,Willow Creek Hall,Harassment,Low,Closed,Campus Safety was dispatched to Willow Creek Hall after a report of harassment.
CS000436,S001556,2025-09-08,East Lot,Medical Emergency,High,Referred to Conduct Board,Student was involved in a medical emergency reported near East Lot.
CS000437,S002204,2025-09-08,Aspen Court,Physical Altercation,Low,Under Investigation,Incident occurred at Aspen Court. Responding staff documented a physical altercation.
CS000438,S006304,2025-09-08,East Lot,Disorderly Conduct,Critical,Closed,Incident occurred at East Lot. Responding staff documented a disorderly conduct.
CS000439,S008597,2025-09-09,Willow Creek Hall,Vandalism,Low,Closed,A vandalism was observed and documented at Willow Creek Hall.
CS000440,S005627,2025-09-09,Stadium,Physical Altercation,Low,Closed,Incident occurred at Stadium. Responding staff documented a physical altercation.
CS000441,S007440,2025-09-09,Cedar Crest Hall,Physical Altercation,Medium,Under Investigation,Reporting officer responded to Cedar Crest Hall regarding a physical altercation involving the listed student.
CS000442,S005687,2025-09-10,Engineering Annex,Harassment,Low,Closed,Student was involved in a harassment reported near Engineering Annex.
CS000443,S007977,2025-09-11,Bellview Hall,Disorderly Conduct,Low,Closed,Student was involved in a disorderly conduct reported near Bellview Hall.
CS000444,S009419,2025-09-12,Bellview Hall,Fire Alarm Activation,Medium,Closed,A fire alarm activation was observed and documented at Bellview Hall.
CS000445,S007898,2025-09-12,Maple Ridge Hall,Disorderly Conduct,Medium,Closed,Incident occurred at Maple Ridge Hall. Responding staff documented a disorderly conduct.
CS000446,S004472,2025-09-12,Willow Creek Hall,Medical Emergency,Low,Closed,Incident occurred at Willow Creek Hall. Responding staff documented a medical emergency.
CS000447,S003199,2025-09-13,Birchwood Hall,Alcohol Policy Violation,Low,Closed,Incident occurred at Birchwood Hall. Responding staff documented a alcohol policy violation.
CS000448,S004194,2025-09-14,Riverbend Hall,Trespassing,Medium,Referred to Conduct Board,A trespassing was observed and documented at Riverbend Hall.
CS000449,S000586,2025-09-14,Meadowbrook Hall,Trespassing,Low,Under Investigation,Campus Safety was dispatched to Meadowbrook Hall after a report of trespassing.
CS000450,S006361,2025-09-14,Harborview Hall,Medical Emergency,Medium,Closed,Incident occurred at Harborview Hall. Responding staff documented a medical emergency.
CS000451,S009312,2025-09-15,Highland Hall,Noise Complaint,High,Closed,Incident occurred at Highland Hall. Responding staff documented a noise complaint.
CS000452,S002765,2025-09-16,Fine Arts Center,Noise Complaint,Low,Closed,Student was involved in a noise complaint reported near Fine Arts Center.
CS000453,S001701,2025-09-17,East Lot,Disorderly Conduct,Medium,Open,Reporting officer responded to East Lot regarding a disorderly conduct involving the listed student.
CS000454,S007440,2025-09-17,Lakeside Terrace,Harassment,Low,Closed,Incident occurred at Lakeside Terrace. Responding staff documented a harassment.
CS000455,S007274,2025-09-17,Harborview Hall,Noise Complaint,Low,Referred to Conduct Board,Incident occurred at Harborview Hall. Responding staff documented a noise complaint.
CS000456,S000877,2025-09-18,Off-Campus Housing,Harassment,High,Closed,Reporting officer responded to Off-Campus Housing regarding a harassment involving the listed student.
CS000457,S008988,2025-09-18,Student Union,Alcohol Policy Violation,Low,Under Investigation,Campus Safety was dispatched to Student Union after a report of alcohol policy violation.
CS000458,S009813,2025-09-19,Meadowbrook Hall,Alcohol Policy Violation,Medium,Closed,Campus Safety was dispatched to Meadowbrook Hall after a report of alcohol policy violation.
CS000459,S007267,2025-09-19,Willow Creek Hall,Physical Altercation,Medium,Closed,Reporting officer responded to Willow Creek Hall regarding a physical altercation involving the listed student.
CS000460,S005755,2025-09-19,Bike Path,Medical Emergency,Medium,Closed,Incident occurred at Bike Path. Responding staff documented a medical emergency.
CS000461,S004373,2025-09-20,Maple Ridge Hall,Drug Policy Violation,Low,Closed,Student was involved in a drug policy violation reported near Maple Ridge Hall.
CS000462,S002776,2025-09-20,Fine Arts Center,Suspicious Activity,High,Closed,A suspicious activity was observed and documented at Fine Arts Center.
CS000463,S005068,2025-09-21,Engineering Annex,Physical Altercation,Low,Open,Incident occurred at Engineering Annex. Responding staff documented a physical altercation.
CS000464,S008163,2025-09-23,Riverbend Hall,Harassment,Low,Closed,Incident occurred at Riverbend Hall. Responding staff documented a harassment.
CS000465,S007125,2025-09-24,Recreation Center,Alcohol Policy Violation,Low,Closed,Incident occurred at Recreation Center. Responding staff documented a alcohol policy violation.
CS000466,S001238,2025-09-24,Recreation Center,Noise Complaint,High,Closed,A noise complaint was observed and documented at Recreation Center.
CS000467,S007192,2025-09-24,Bike Path,Alcohol Policy Violation,Medium,Under Investigation,Campus Safety was dispatched to Bike Path after a report of alcohol policy violation.
CS000468,S004708,2025-09-24,Summit House,Medical Emergency,Medium,Closed,Campus Safety was dispatched to Summit House after a report of medical emergency.
CS000469,S008804,2025-09-25,Meadowbrook Hall,Theft,Low,Closed,Student was involved in a theft reported near Meadowbrook Hall.
CS000470,S001989,2025-09-27,Off-Campus Housing,Theft,High,Referred to Conduct Board,A theft was observed and documented at Off-Campus Housing.
CS000471,S009459,2025-09-27,Student Union,Alcohol Policy Violation,Medium,Closed,Reporting officer responded to Student Union regarding a alcohol policy violation involving the listed student.
CS000472,S000034,2025-09-27,Willow Creek Hall,Disorderly Conduct,Medium,Closed,Incident occurred at Willow Creek Hall. Responding staff documented a disorderly conduct.
CS000473,S005087,2025-09-28,Aspen Court,Physical Altercation,Low,Referred to Conduct Board,A physical altercation was observed and documented at Aspen Court.
CS000474,S009533,2025-09-28,Fine Arts Center,Noise Complaint,High,Closed,Student was involved in a noise complaint reported near Fine Arts Center.
CS000475,S002481,2025-09-29,Riverbend Hall,Harassment,Medium,Closed,Campus Safety was dispatched to Riverbend Hall after a report of harassment.
CS000476,S005392,2025-09-29,Northgate Hall,Suspicious Activity,Low,Closed,Reporting officer responded to Northgate Hall regarding a suspicious activity involving the listed student.
CS000477,S006700,2025-09-29,Stadium,Fire Alarm Activation,Low,Closed,Reporting officer responded to Stadium regarding a fire alarm activation involving the listed student.
CS000478,S009250,2025-09-30,Bike Path,Physical Altercation,Medium,Referred to Conduct Board,Student was involved in a physical altercation reported near Bike Path.
CS000479,S005190,2025-09-30,Fine Arts Center,Physical Altercation,Medium,Under Investigation,Incident occurred at Fine Arts Center. Responding staff documented a physical altercation.
CS000480,S002077,2025-09-30,Fine Arts Center,Suspicious Activity,High,Closed,Reporting officer responded to Fine Arts Center regarding a suspicious activity involving the listed student.
CS000481,S008512,2025-09-30,Stadium,Disorderly Conduct,High,Under Investigation,Reporting officer responded to Stadium regarding a disorderly conduct involving the listed student.
CS000482,S003665,2025-10-02,Maple Ridge Hall,Drug Policy Violation,Medium,Closed,Incident occurred at Maple Ridge Hall. Responding staff documented a drug policy violation.
CS000483,S000865,2025-10-02,Library,Harassment,High,Open,Campus Safety was dispatched to Library after a report of harassment.
CS000484,S007180,2025-10-03,Fine Arts Center,Disorderly Conduct,Low,Under Investigation,Student was involved in a disorderly conduct reported near Fine Arts Center.
CS000485,S005596,2025-10-04,Lakeside Terrace,Noise Complaint,Medium,Under Investigation,Student was involved in a noise complaint reported near Lakeside Terrace.
CS000486,S004543,2025-10-05,Aspen Court,Alcohol Policy Violation,High,Under Investigation,Reporting officer responded to Aspen Court regarding a alcohol policy violation involving the listed student.
CS000487,S005706,2025-10-08,East Lot,Noise Complaint,High,Under Investigation,Campus Safety was dispatched to East Lot after a report of noise complaint.
CS000488,S008161,2025-10-09,Library,Medical Emergency,Medium,Closed,Student was involved in a medical emergency reported near Library.
CS000489,S007670,2025-10-10,Willow Creek Hall,Alcohol Policy Violation,Low,Under Investigation,Campus Safety was dispatched to Willow Creek Hall after a report of alcohol policy violation.
CS000490,S004023,2025-10-11,Aspen Court,Weapons Policy Violation,Medium,Open,Campus Safety was dispatched to Aspen Court after a report of weapons policy violation.
CS000491,S000839,2025-10-11,Library,Theft,Low,Closed,Incident occurred at Library. Responding staff documented a theft.
CS000492,S007761,2025-10-14,Meadowbrook Hall,Suspicious Activity,Low,Referred to Conduct Board,A suspicious activity was observed and documented at Meadowbrook Hall.
CS000493,S000969,2025-10-14,Willow Creek Hall,Physical Altercation,Medium,Under Investigation,Campus Safety was dispatched to Willow Creek Hall after a report of physical altercation.
CS000494,S005266,2025-10-18,Birchwood Hall,Harassment,Low,Open,Student was involved in a harassment reported near Birchwood Hall.
CS000495,S003083,2025-10-19,Main Quad,Fire Alarm Activation,Medium,Closed,A fire alarm activation was observed and documented at Main Quad.
CS000496,S006014,2025-10-21,East Lot,Physical Altercation,Medium,Closed,Reporting officer responded to East Lot regarding a physical altercation involving the listed student.
CS000497,S006192,2025-10-25,Bike Path,Noise Complaint,High,Closed,Reporting officer responded to Bike Path regarding a noise complaint involving the listed student.
CS000498,S003135,2025-10-25,Lakeside Terrace,Vandalism,Medium,Open,Incident occurred at Lakeside Terrace. Responding staff documented a vandalism.
CS000499,S000779,2025-10-27,Willow Creek Hall,Medical Emergency,Low,Closed,Campus Safety was dispatched to Willow Creek Hall after a report of medical emergency.
CS000500,S005059,2025-10-29,Lakeside Terrace,Medical Emergency,Low,Under Investigation,Campus Safety was dispatched to Lakeside Terrace after a report of medical emergency.
CS000501,S003867,2025-10-29,Off-Campus Housing,Theft,Low,Closed,Incident occurred at Off-Campus Housing. Responding staff documented a theft.
CS000502,S006009,2025-10-31,Recreation Center,Noise Complaint,Low,Closed,Campus Safety was dispatched to Recreation Center after a report of noise complaint.
CS000503,S002523,2025-10-31,West Parking Garage,Physical Altercation,Low,Open,Reporting officer responded to West Parking Garage regarding a physical altercation involving the listed student.
CS000504,S001822,2025-11-03,Main Quad,Theft,Low,Closed,Campus Safety was dispatched to Main Quad after a report of theft.
CS000505,S008634,2025-11-04,Off-Campus Housing,Drug Policy Violation,Low,Closed,Student was involved in a drug policy violation reported near Off-Campus Housing.
CS000506,S008276,2025-11-04,Bike Path,Physical Altercation,Low,Under Investigation,Campus Safety was dispatched to Bike Path after a report of physical altercation.
CS000507,S008540,2025-11-04,Student Union,Medical Emergency,Critical,Closed,Campus Safety was dispatched to Student Union after a report of medical emergency.
CS000508,S002904,2025-11-05,Sunrise Commons,Physical Altercation,Low,Open,Student was involved in a physical altercation reported near Sunrise Commons.
CS000509,S004472,2025-11-05,Aspen Court,Weapons Policy Violation,High,Closed,A weapons policy violation was observed and documented at Aspen Court.
CS000510,S002304,2025-11-05,West Parking Garage,Fire Alarm Activation,Low,Open,Student was involved in a fire alarm activation reported near West Parking Garage.
CS000511,S009213,2025-11-05,Engineering Annex,Trespassing,High,Under Investigation,Campus Safety was dispatched to Engineering Annex after a report of trespassing.
CS000512,S001307,2025-11-06,Harborview Hall,Suspicious Activity,Low,Closed,Incident occurred at Harborview Hall. Responding staff documented a suspicious activity.
CS000513,S006122,2025-11-08,Maple Ridge Hall,Weapons Policy Violation,Medium,Closed,A weapons policy violation was observed and documented at Maple Ridge Hall.
CS000514,S007766,2025-11-11,Bellview Hall,Fire Alarm Activation,Low,Closed,Incident occurred at Bellview Hall. Responding staff documented a fire alarm activation.
CS000515,S000882,2025-11-12,Founders Hall,Alcohol Policy Violation,Low,Closed,A alcohol policy violation was observed and documented at Founders Hall.
CS000516,S007071,2025-11-14,West Parking Garage,Noise Complaint,Low,Closed,A noise complaint was observed and documented at West Parking Garage.
CS000517,S002979,2025-11-14,Birchwood Hall,Trespassing,High,Open,A trespassing was observed and documented at Birchwood Hall.
CS000518,S002951,2025-11-15,Maple Ridge Hall,Drug Policy Violation,Low,Closed,A drug policy violation was observed and documented at Maple Ridge Hall.
CS000519,S001808,2025-11-16,Bike Path,Disorderly Conduct,Medium,Closed,A disorderly conduct was observed and documented at Bike Path.
CS000520,S005796,2025-11-16,Founders Hall,Vandalism,Medium,Closed,A vandalism was observed and documented at Founders Hall.
CS000521,S008976,2025-11-18,Highland Hall,Harassment,Low,Under Investigation,Incident occurred at Highland Hall. Responding staff documented a harassment.
CS000522,S007196,2025-11-18,Bike Path,Physical Altercation,Low,Closed,Incident occurred at Bike Path. Responding staff documented a physical altercation.
CS000523,S004826,2025-11-18,Fine Arts Center,Physical Altercation,Low,Under Investigation,Campus Safety was dispatched to Fine Arts Center after a report of physical altercation.
CS000524,S007239,2025-11-20,Engineering Annex,Vandalism,Critical,Closed,A vandalism was observed and documented at Engineering Annex.
CS000525,S009537,2025-11-20,Maple Ridge Hall,Noise Complaint,Low,Referred to Conduct Board,Student was involved in a noise complaint reported near Maple Ridge Hall.
CS000526,S006387,2025-11-21,Sunrise Commons,Alcohol Policy Violation,Low,Closed,A alcohol policy violation was observed and documented at Sunrise Commons.
CS000527,S006421,2025-11-22,Northgate Hall,Vandalism,Medium,Closed,Student was involved in a vandalism reported near Northgate Hall.
CS000528,S000805,2025-11-22,Cedar Crest Hall,Suspicious Activity,Low,Referred to Conduct Board,Student was involved in a suspicious activity reported near Cedar Crest Hall.
CS000529,S001531,2025-11-25,Recreation Center,Drug Policy Violation,High,Closed,Campus Safety was dispatched to Recreation Center after a report of drug policy violation.
CS000530,S000608,2025-11-25,Science Building,Disorderly Conduct,Medium,Closed,Student was involved in a disorderly conduct reported near Science Building.
CS000531,S006209,2025-11-25,Highland Hall,Drug Policy Violation,Low,Closed,Student was involved in a drug policy violation reported near Highland Hall.
CS000532,S008034,2025-11-26,Harborview Hall,Disorderly Conduct,Low,Closed,A disorderly conduct was observed and documented at Harborview Hall.
CS000533,S005087,2025-11-26,Summit House,Fire Alarm Activation,High,Referred to Conduct Board,A fire alarm activation was observed and documented at Summit House.
CS000534,S005819,2025-11-27,Summit House,Theft,Low,Closed,Campus Safety was dispatched to Summit House after a report of theft.
CS000535,S004991,2025-12-01,Engineering Annex,Medical Emergency,Low,Open,Campus Safety was dispatched to Engineering Annex after a report of medical emergency.
CS000536,S003766,2025-12-04,Recreation Center,Noise Complaint,Low,Closed,Reporting officer responded to Recreation Center regarding a noise complaint involving the listed student.
CS000537,S004994,2025-12-06,Birchwood Hall,Noise Complaint,Low,Closed,Student was involved in a noise complaint reported near Birchwood Hall.
CS000538,S001118,2025-12-07,Northgate Hall,Disorderly Conduct,Low,Closed,Campus Safety was dispatched to Northgate Hall after a report of disorderly conduct.
CS000539,S002324,2025-12-08,Summit House,Disorderly Conduct,Medium,Closed,Incident occurred at Summit House. Responding staff documented a disorderly conduct.
CS000540,S003135,2025-12-09,Student Union,Harassment,High,Open,Student was involved in a harassment reported near Student Union.
CS000541,S007736,2025-12-12,Bike Path,Vandalism,Low,Closed,Incident occurred at Bike Path. Responding staff documented a vandalism.
CS000542,S008660,2025-12-12,Fine Arts Center,Theft,Low,Closed,Campus Safety was dispatched to Fine Arts Center after a report of theft.
CS000543,S009040,2025-12-14,Bellview Hall,Suspicious Activity,Low,Referred to Conduct Board,Reporting officer responded to Bellview Hall regarding a suspicious activity involving the listed student.
CS000544,S005443,2025-12-15,West Parking Garage,Noise Complaint,Medium,Under Investigation,Reporting officer responded to West Parking Garage regarding a noise complaint involving the listed student.
CS000545,S003180,2025-12-15,Bike Path,Physical Altercation,Low,Closed,Reporting officer responded to Bike Path regarding a physical altercation involving the listed student.
CS000546,S005075,2025-12-17,Meadowbrook Hall,Medical Emergency,High,Under Investigation,Student was involved in a medical emergency reported near Meadowbrook Hall.
CS000547,S008948,2025-12-18,Aspen Court,Alcohol Policy Violation,Medium,Closed,Student was involved in a alcohol policy violation reported near Aspen Court.
CS000548,S002583,2025-12-20,Bellview Hall,Drug Policy Violation,Medium,Closed,Campus Safety was dispatched to Bellview Hall after a report of drug policy violation.
CS000549,S003101,2025-12-22,Off-Campus Housing,Disorderly Conduct,Medium,Closed,Incident occurred at Off-Campus Housing. Responding staff documented a disorderly conduct.
CS000550,S001343,2025-12-25,Lakeside Terrace,Alcohol Policy Violation,Low,Closed,Reporting officer responded to Lakeside Terrace regarding a alcohol policy violation involving the listed student.
CS000551,S002583,2025-12-26,Willow Creek Hall,Disorderly Conduct,Medium,Closed,Campus Safety was dispatched to Willow Creek Hall after a report of disorderly conduct.
CS000552,S002125,2025-12-26,Student Union,Trespassing,Low,Closed,Student was involved in a trespassing reported near Student Union.
CS000553,S004717,2025-12-27,Bellview Hall,Noise Complaint,Low,Referred to Conduct Board,Student was involved in a noise complaint reported near Bellview Hall.
CS000554,S002924,2025-12-29,Sunrise Commons,Alcohol Policy Violation,Medium,Referred to Conduct Board,Student was involved in a alcohol policy violation reported near Sunrise Commons.
CS000555,S005371,2025-12-29,West Parking Garage,Drug Policy Violation,Medium,Under Investigation,Reporting officer responded to West Parking Garage regarding a drug policy violation involving the listed student.
CS000556,S005506,2025-12-30,West Parking Garage,Harassment,Low,Closed,A harassment was observed and documented at West Parking Garage.
CS000557,S007251,2025-12-31,Bike Path,Physical Altercation,Low,Under Investigation,Campus Safety was dispatched to Bike Path after a report of physical altercation.
CS000558,S005506,2025-12-31,Off-Campus Housing,Drug Policy Violation,High,Closed,Incident occurred at Off-Campus Housing. Responding staff documented a drug policy violation.
CS000559,S008491,2025-12-31,Lakeside Terrace,Harassment,High,Referred to Conduct Board,Reporting officer responded to Lakeside Terrace regarding a harassment involving the listed student.
CS000560,S008271,2026-01-02,Off-Campus Housing,Vandalism,High,Under Investigation,Incident occurred at Off-Campus Housing. Responding staff documented a vandalism.
CS000561,S004478,2026-01-02,Cedar Crest Hall,Harassment,Low,Closed,Reporting officer responded to Cedar Crest Hall regarding a harassment involving the listed student.
CS000562,S008614,2026-01-03,Library,Noise Complaint,Low,Closed,Student was involved in a noise complaint reported near Library.
CS000563,S006352,2026-01-04,Aspen Court,Theft,High,Closed,Reporting officer responded to Aspen Court regarding a theft involving the listed student.
CS000564,S004085,2026-01-04,East Lot,Disorderly Conduct,High,Closed,Campus Safety was dispatched to East Lot after a report of disorderly conduct.
CS000565,S003159,2026-01-06,Bellview Hall,Alcohol Policy Violation,Low,Open,A alcohol policy violation was observed and documented at Bellview Hall.
CS000566,S008563,2026-01-07,Bike Path,Harassment,Medium,Open,Student was involved in a harassment reported near Bike Path.
CS000567,S007815,2026-01-07,Maple Ridge Hall,Harassment,Medium,Under Investigation,A harassment was observed and documented at Maple Ridge Hall.
CS000568,S005473,2026-01-07,Birchwood Hall,Trespassing,Medium,Closed,Reporting officer responded to Birchwood Hall regarding a trespassing involving the listed student.
CS000569,S000033,2026-01-09,Engineering Annex,Noise Complaint,High,Closed,Student was involved in a noise complaint reported near Engineering Annex.
CS000570,S003006,2026-01-09,Library,Vandalism,Low,Closed,A vandalism was observed and documented at Library.
CS000571,S009288,2026-01-10,Meadowbrook Hall,Suspicious Activity,Low,Closed,Student was involved in a suspicious activity reported near Meadowbrook Hall.
CS000572,S004033,2026-01-10,Birchwood Hall,Theft,Medium,Closed,Reporting officer responded to Birchwood Hall regarding a theft involving the listed student.
CS000573,S007131,2026-01-10,Maple Ridge Hall,Noise Complaint,Medium,Open,Student was involved in a noise complaint reported near Maple Ridge Hall.
CS000574,S005514,2026-01-10,Riverbend Hall,Harassment,Medium,Closed,A harassment was observed and documented at Riverbend Hall.
CS000575,S007225,2026-01-10,Off-Campus Housing,Noise Complaint,Medium,Under Investigation,Incident occurred at Off-Campus Housing. Responding staff documented a noise complaint.
CS000576,S008428,2026-01-13,West Parking Garage,Weapons Policy Violation,Low,Closed,A weapons policy violation was observed and documented at West Parking Garage.
CS000577,S003012,2026-01-13,Cedar Crest Hall,Trespassing,Medium,Closed,Reporting officer responded to Cedar Crest Hall regarding a trespassing involving the listed student.
CS000578,S005819,2026-01-14,Northgate Hall,Alcohol Policy Violation,Medium,Closed,A alcohol policy violation was observed and documented at Northgate Hall.
CS000579,S000147,2026-01-15,Birchwood Hall,Noise Complaint,High,Closed,Student was involved in a noise complaint reported near Birchwood Hall.
CS000580,S004625,2026-01-15,Lakeside Terrace,Disorderly Conduct,Low,Closed,Campus Safety was dispatched to Lakeside Terrace after a report of disorderly conduct.
CS000581,S005618,2026-01-16,Fine Arts Center,Noise Complaint,Medium,Under Investigation,Campus Safety was dispatched to Fine Arts Center after a report of noise complaint.
CS000582,S004039,2026-01-18,Maple Ridge Hall,Suspicious Activity,Medium,Closed,Incident occurred at Maple Ridge Hall. Responding staff documented a suspicious activity.
CS000583,S007248,2026-01-20,Science Building,Medical Emergency,Low,Under Investigation,Student was involved in a medical emergency reported near Science Building.
CS000584,S000647,2026-01-20,Harborview Hall,Alcohol Policy Violation,Low,Under Investigation,Campus Safety was dispatched to Harborview Hall after a report of alcohol policy violation.
CS000585,S005995,2026-01-21,Founders Hall,Fire Alarm Activation,High,Closed,A fire alarm activation was observed and documented at Founders Hall.
CS000586,S008825,2026-01-21,West Parking Garage,Medical Emergency,Critical,Closed,Campus Safety was dispatched to West Parking Garage after a report of medical emergency.
CS000587,S002513,2026-01-22,Off-Campus Housing,Theft,Medium,Closed,Reporting officer responded to Off-Campus Housing regarding a theft involving the listed student.
CS000588,S008999,2026-01-23,Main Quad,Vandalism,Low,Closed,Student was involved in a vandalism reported near Main Quad.
CS000589,S001412,2026-01-24,Engineering Annex,Disorderly Conduct,Low,Under Investigation,Reporting officer responded to Engineering Annex regarding a disorderly conduct involving the listed student.
CS000590,S009935,2026-01-26,Bike Path,Physical Altercation,Critical,Closed,Reporting officer responded to Bike Path regarding a physical altercation involving the listed student.
CS000591,S008802,2026-01-26,Off-Campus Housing,Disorderly Conduct,Medium,Closed,Incident occurred at Off-Campus Housing. Responding staff documented a disorderly conduct.
CS000592,S003147,2026-01-28,Northgate Hall,Suspicious Activity,Medium,Closed,Student was involved in a suspicious activity reported near Northgate Hall.
CS000593,S005514,2026-01-28,Cedar Crest Hall,Alcohol Policy Violation,Low,Closed,A alcohol policy violation was observed and documented at Cedar Crest Hall.
CS000594,S006955,2026-01-28,West Parking Garage,Vandalism,Medium,Closed,A vandalism was observed and documented at West Parking Garage.
CS000595,S004543,2026-01-28,Engineering Annex,Theft,Low,Closed,Reporting officer responded to Engineering Annex regarding a theft involving the listed student.
CS000596,S006761,2026-01-28,Library,Weapons Policy Violation,Medium,Closed,A weapons policy violation was observed and documented at Library.
CS000597,S006770,2026-01-29,Founders Hall,Medical Emergency,Medium,Under Investigation,Reporting officer responded to Founders Hall regarding a medical emergency involving the listed student.
CS000598,S000821,2026-01-29,East Lot,Alcohol Policy Violation,Low,Open,Campus Safety was dispatched to East Lot after a report of alcohol policy violation.
CS000599,S001995,2026-01-29,Harborview Hall,Vandalism,Low,Closed,Campus Safety was dispatched to Harborview Hall after a report of vandalism.
CS000600,S005725,2026-02-01,Stadium,Weapons Policy Violation,Low,Closed,Incident occurred at Stadium. Responding staff documented a weapons policy violation.
CS000601,S007596,2026-02-02,Founders Hall,Trespassing,Medium,Closed,A trespassing was observed and documented at Founders Hall.
CS000602,S007431,2026-02-04,Meadowbrook Hall,Drug Policy Violation,Medium,Closed,Reporting officer responded to Meadowbrook Hall regarding a drug policy violation involving the listed student.
CS000603,S007329,2026-02-04,Library,Fire Alarm Activation,Medium,Closed,Campus Safety was dispatched to Library after a report of fire alarm activation.
CS000604,S005473,2026-02-05,Summit House,Weapons Policy Violation,Low,Closed,Reporting officer responded to Summit House regarding a weapons policy violation involving the listed student.
CS000605,S007139,2026-02-06,Harborview Hall,Theft,Medium,Referred to Conduct Board,Student was involved in a theft reported near Harborview Hall.
CS000606,S005736,2026-02-06,Cedar Crest Hall,Fire Alarm Activation,Low,Closed,Incident occurred at Cedar Crest Hall. Responding staff documented a fire alarm activation.
CS000607,S008580,2026-02-06,Bellview Hall,Vandalism,High,Closed,A vandalism was observed and documented at Bellview Hall.
CS000608,S001919,2026-02-06,Aspen Court,Disorderly Conduct,Critical,Closed,Reporting officer responded to Aspen Court regarding a disorderly conduct involving the listed student.
CS000609,S005565,2026-02-07,Lakeside Terrace,Noise Complaint,Low,Referred to Conduct Board,A noise complaint was observed and documented at Lakeside Terrace.
CS000610,S005798,2026-02-09,Cedar Crest Hall,Trespassing,Low,Closed,Campus Safety was dispatched to Cedar Crest Hall after a report of trespassing.
CS000611,S001901,2026-02-09,Recreation Center,Fire Alarm Activation,High,Referred to Conduct Board,Campus Safety was dispatched to Recreation Center after a report of fire alarm activation.
CS000612,S002939,2026-02-10,West Parking Garage,Physical Altercation,Low,Closed,Reporting officer responded to West Parking Garage regarding a physical altercation involving the listed student.
CS000613,S008162,2026-02-11,Fine Arts Center,Alcohol Policy Violation,Medium,Closed,Reporting officer responded to Fine Arts Center regarding a alcohol policy violation involving the listed student.
CS000614,S000095,2026-02-12,Birchwood Hall,Fire Alarm Activation,High,Referred to Conduct Board,Student was involved in a fire alarm activation reported near Birchwood Hall.
CS000615,S007079,2026-02-14,Willow Creek Hall,Medical Emergency,Medium,Closed,Student was involved in a medical emergency reported near Willow Creek Hall.
