housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H003166,S007801,Northgate Hall,319,2025-03-14,,Active
H003167,S009292,Birchwood Hall,572,2025-04-05,,Active
H003168,S001886,Summit House,187,2024-07-24,2024-11-14,Moved Out
H003169,S000696,Birchwood Hall,326,2025-12-30,,Active
H003170,S006444,Harborview Hall,473,2025-11-23,,Active
H003171,S008367,Riverbend Hall,519,2026-02-09,,Active
H003172,S001648,Bellview Hall,449,2025-03-24,2025-08-18,Moved Out
H003173,S002094,Bellview Hall,231,2024-09-12,,Active
H003174,S004048,Cedar Crest Hall,289,2025-12-10,,Active
H003175,S002693,Meadowbrook Hall,361,2025-03-08,,Active
H003176,S004624,Birchwood Hall,478,2024-11-23,,Active
H003177,S000601,Willow Creek Hall,336,2024-03-11,2024-08-15,Moved Out
H003178,S005921,Harborview Hall,510,2024-01-15,,Active
H003179,S003223,Lakeside Terrace,374,2024-02-27,2024-07-31,Moved Out
H003180,S000749,Highland Hall,147,2026-06-21,,Active
H003181,S004941,Maple Ridge Hall,469,2026-02-09,,Active
H003182,S001771,Sunrise Commons,565,2023-10-03,,Active
H003183,S001541,Summit House,240,2025-08-19,,Active
H003184,S000698,Harborview Hall,237,2025-04-28,2026-01-10,Moved Out
H003185,S004928,Willow Creek Hall,216,2024-09-30,,Active
H003186,S002105,Harborview Hall,328,2025-01-19,2025-09-22,Moved Out
H003187,S004087,Meadowbrook Hall,263,2025-09-22,2026-02-27,Moved Out
H003188,S003898,Highland Hall,145,2026-01-26,,Active
H003189,S007810,Harborview Hall,406,2026-01-30,,Active
H003190,S009143,Bellview Hall,432,2024-09-07,,Active
H003191,S005080,Founders Hall,510,2025-03-12,2025-09-27,Moved Out
H003192,S004275,Cedar Crest Hall,383,2024-10-13,,Active
H003193,S000981,Cedar Crest Hall,316,2025-11-21,,Active
H003194,S004646,Summit House,403,2026-02-26,,Active
H003195,S008299,Summit House,351,2024-08-19,,Active
H003196,S004573,Willow Creek Hall,489,2026-01-13,,Active
H003197,S005768,Maple Ridge Hall,256,2026-02-10,2026-08-20,Moved Out
H003198,S008741,Meadowbrook Hall,452,2026-07-09,2026-08-20,Moved Out
H003199,S006023,Highland Hall,216,2024-01-28,2024-08-05,Moved Out
H003200,S009545,Sunrise Commons,205,2023-12-15,,Active
H003201,S002963,Meadowbrook Hall,439,2023-11-02,,Active
H003202,S006425,Aspen Court,553,2025-11-25,,Active
H003203,S005747,Harborview Hall,120,2025-09-23,,Active
H003204,S002312,Highland Hall,494,2026-07-03,,Active
H003205,S002296,Lakeside Terrace,275,2026-09-27,,Active
H003206,S005962,Founders Hall,316,2024-11-20,2025-07-28,Moved Out
H003207,S005516,Meadowbrook Hall,452,2025-01-07,,Active
H003208,S001780,Riverbend Hall,313,2025-08-05,2026-04-17,Moved Out
H003209,S009135,Birchwood Hall,591,2025-09-14,,Active
H003210,S001599,Willow Creek Hall,462,2024-12-19,2025-04-30,Moved Out
H003211,S007058,Summit House,183,2026-07-06,2026-08-20,Moved Out
H003212,S005272,Summit House,504,2026-08-02,,Active
H003213,S009384,Riverbend Hall,538,2023-09-06,,Active
H003214,S001353,Lakeside Terrace,471,2024-12-08,,Active
H003215,S004650,Founders Hall,308,2023-12-15,,Active
H003216,S003710,Summit House,205,2023-10-20,2024-08-11,Moved Out
H003217,S006827,Bellview Hall,450,2024-05-25,2024-07-28,Moved Out
H003218,S001062,Riverbend Hall,333,2023-09-12,,Active
H003219,S005791,Founders Hall,133,2023-12-09,,Active
H003220,S001987,Founders Hall,454,2024-01-05,2024-09-04,Moved Out
H003221,S005945,Riverbend Hall,309,2025-09-17,2026-02-25,Moved Out
H003222,S009206,Summit House,267,2024-07-17,,Active
H003223,S001571,Summit House,411,2025-07-04,,Active
H003224,S001335,Northgate Hall,551,2026-11-10,2026-08-20,Moved Out
H003225,S001499,Northgate Hall,365,2024-06-13,,Active
H003226,S002893,Meadowbrook Hall,311,2024-07-03,,Active
H003227,S001288,Sunrise Commons,491,2023-12-21,,Active
H003228,S004517,Birchwood Hall,224,2025-04-11,,Active
H003229,S000506,Aspen Court,323,2025-02-24,,Active
H003230,S006746,Meadowbrook Hall,374,2024-01-23,2024-08-08,Moved Out
H003231,S005424,Harborview Hall,231,2025-12-02,2026-08-20,Moved Out
H003232,S009367,Meadowbrook Hall,417,2026-02-21,2026-04-27,Moved Out
H003233,S001620,Sunrise Commons,432,2025-04-08,,Pending Assignment
H003234,S003843,Maple Ridge Hall,123,2025-08-07,,Active
H003235,S001264,Sunrise Commons,281,2024-07-27,2025-02-07,Moved Out
H003236,S000017,Cedar Crest Hall,402,2025-12-06,,Active
H003237,S005247,Northgate Hall,440,2025-04-08,,Active
H003238,S004381,Highland Hall,131,2025-07-28,,Active
H003239,S001668,Birchwood Hall,416,2025-07-31,,Active
H003240,S000929,Aspen Court,555,2025-09-03,2026-05-16,Moved Out
H003241,S009656,Harborview Hall,152,2023-11-18,2024-08-26,Moved Out
H003242,S005646,Cedar Crest Hall,280,2024-04-04,,Pending Assignment
H003243,S008949,Maple Ridge Hall,491,2025-11-17,,Active
H003244,S007933,Summit House,505,2026-02-14,,Active
H003245,S005991,Aspen Court,275,2025-11-24,,Active
H003246,S004740,Riverbend Hall,510,2025-02-15,2025-10-20,Moved Out
H003247,S007871,Meadowbrook Hall,500,2023-08-14,2023-10-21,Moved Out
H003248,S004583,Maple Ridge Hall,129,2025-07-25,,Active
H003249,S005851,Birchwood Hall,169,2024-05-16,,Active
H003250,S009313,Northgate Hall,173,2025-01-03,,Active
H003251,S003636,Aspen Court,165,2026-02-19,2026-08-20,Moved Out
H003252,S008120,Highland Hall,320,2024-05-01,,Active
H003253,S000759,Summit House,336,2025-12-09,,Active
H003254,S002248,Sunrise Commons,333,2023-12-23,2024-04-23,Moved Out
H003255,S003717,Harborview Hall,549,2025-02-16,,Active
H003256,S006682,Sunrise Commons,393,2024-02-01,,Active
H003257,S002475,Willow Creek Hall,527,2024-02-05,2024-11-14,Moved Out
H003258,S005921,Founders Hall,316,2024-06-22,2024-09-09,Moved Out
H003259,S008132,Bellview Hall,223,2025-01-30,2025-09-16,Moved Out
H003260,S008633,Bellview Hall,291,2026-08-14,,Active
H003261,S000504,Northgate Hall,437,2024-09-20,,Active
H003262,S002199,Aspen Court,460,2025-04-20,,Active
H003263,S006524,Birchwood Hall,493,2025-07-12,,Active
H003264,S006728,Lakeside Terrace,207,2024-06-25,2024-11-04,Moved Out
H003265,S006902,Lakeside Terrace,228,2026-05-19,2026-08-20,Moved Out
H003266,S009831,Cedar Crest Hall,184,2024-02-13,2024-11-10,Moved Out
H003267,S005920,Sunrise Commons,152,2026-04-18,,Active
H003268,S007282,Summit House,348,2024-07-10,,Active
H003269,S001376,Harborview Hall,585,2024-07-21,,Active
H003270,S004441,Cedar Crest Hall,122,2025-07-23,2025-09-24,Moved Out
H003271,S003095,Highland Hall,328,2023-10-12,,Active
H003272,S009524,Highland Hall,517,2025-12-07,,Active
H003273,S009737,Northgate Hall,182,2025-12-08,,Active
H003274,S005160,Highland Hall,171,2023-12-31,,Active
H003275,S008531,Founders Hall,515,2025-11-04,,Active
H003276,S007942,Cedar Crest Hall,455,2026-07-18,2026-08-20,Moved Out
H003277,S001523,Birchwood Hall,128,2023-08-14,2023-10-13,Moved Out
H003278,S004433,Northgate Hall,216,2024-10-13,,Active
H003279,S008631,Highland Hall,454,2024-03-14,2024-05-23,Moved Out
H003280,S005821,Northgate Hall,148,2024-10-06,2025-04-11,Moved Out
H003281,S000953,Willow Creek Hall,450,2025-01-27,2025-05-23,Moved Out
H003282,S009287,Aspen Court,355,2026-05-21,2026-08-20,Moved Out
H003283,S009157,Sunrise Commons,480,2024-02-06,,Active
H003284,S009403,Sunrise Commons,467,2025-04-27,,Active
H003285,S002496,Birchwood Hall,282,2024-06-05,,Active
H003286,S009220,Lakeside Terrace,199,2027-01-13,2026-08-20,Moved Out
H003287,S004449,Aspen Court,396,2025-07-15,2025-10-10,Moved Out
H003288,S002760,Willow Creek Hall,136,2023-09-06,2024-06-02,Moved Out
H003289,S005407,Lakeside Terrace,542,2026-05-29,2026-08-20,Moved Out
H003290,S002247,Sunrise Commons,223,2024-01-06,,Active
H003291,S002927,Cedar Crest Hall,512,2025-10-13,,Active
H003292,S001003,Northgate Hall,142,2024-09-27,,Active
H003293,S003804,Sunrise Commons,395,2026-04-02,,Active
H003294,S001590,Riverbend Hall,388,2023-11-02,2024-03-22,Moved Out
H003295,S001941,Aspen Court,177,2025-12-24,2026-05-31,Moved Out
H003296,S007639,Harborview Hall,346,2023-08-28,,Active
H003297,S005682,Birchwood Hall,549,2023-10-17,2024-02-25,Moved Out
H003298,S009027,Maple Ridge Hall,170,2025-02-24,2025-10-28,Moved Out
H003299,S000500,Northgate Hall,592,2026-02-17,,Active
H003300,S008646,Riverbend Hall,446,2023-12-26,,Active
H003301,S009209,Maple Ridge Hall,297,2026-08-13,2026-08-20,Moved Out
H003302,S009483,Highland Hall,559,2024-07-19,,Active
H003303,S004035,Highland Hall,218,2025-07-20,,Active
H003304,S002321,Harborview Hall,347,2025-09-22,2026-01-23,Moved Out
H003305,S007841,Willow Creek Hall,150,2024-02-19,2024-07-03,Moved Out
H003306,S002172,Sunrise Commons,355,2025-04-05,2025-08-20,Moved Out
H003307,S004816,Willow Creek Hall,302,2024-05-10,2024-11-03,Moved Out
H003308,S009124,Bellview Hall,444,2026-05-07,,Active
H003309,S000276,Riverbend Hall,485,2024-07-27,,Pending Assignment
H003310,S003975,Northgate Hall,306,2024-06-22,,Active
H003311,S002865,Founders Hall,190,2024-02-19,,Active
H003312,S008200,Bellview Hall,494,2024-03-16,,Active
H003313,S005880,Summit House,289,2025-04-03,,Active
H003314,S009663,Aspen Court,571,2025-06-03,,Active
H003315,S004667,Harborview Hall,165,2025-09-17,2025-11-18,Moved Out
H003316,S004288,Lakeside Terrace,339,2025-08-10,2025-11-02,Moved Out
H003317,S002611,Sunrise Commons,389,2023-10-24,,Pending Assignment
H003318,S003145,Maple Ridge Hall,308,2026-02-13,2026-08-07,Moved Out
H003319,S004101,Riverbend Hall,153,2025-05-20,2025-08-02,Moved Out
H003320,S004240,Highland Hall,117,2024-09-09,,Active
H003321,S006032,Maple Ridge Hall,267,2023-08-10,2024-03-25,Moved Out
H003322,S002539,Founders Hall,378,2023-08-24,,Active
H003323,S000185,Highland Hall,393,2024-12-19,,Active
H003324,S008967,Willow Creek Hall,428,2025-08-12,,Active
H003325,S007271,Riverbend Hall,114,2025-07-18,,Active
H003326,S006633,Meadowbrook Hall,143,2025-02-23,2025-09-12,Moved Out
H003327,S006627,Bellview Hall,334,2023-09-29,,Pending Assignment
H003328,S009425,Sunrise Commons,475,2024-02-21,,Pending Assignment
H003329,S007642,Highland Hall,492,2025-04-25,,Active
H003330,S008242,Meadowbrook Hall,154,2024-07-29,2024-10-07,Moved Out
H003331,S009216,Birchwood Hall,371,2026-03-17,2026-08-20,Moved Out
H003332,S007747,Northgate Hall,224,2024-06-19,,Active
H003333,S002519,Meadowbrook Hall,577,2025-07-15,,Active
H003334,S009501,Maple Ridge Hall,264,2026-06-01,,Active
H003335,S006099,Bellview Hall,210,2024-03-20,,Active
H003336,S008188,Aspen Court,548,2023-09-26,,Active
H003337,S007249,Meadowbrook Hall,113,2024-11-06,2025-04-26,Moved Out
H003338,S008019,Meadowbrook Hall,146,2026-05-27,,Active
H003339,S007873,Aspen Court,157,2025-05-15,,Active
H003340,S000742,Northgate Hall,537,2025-10-12,2025-12-22,Moved Out
H003341,S006158,Birchwood Hall,531,2024-12-08,2025-04-17,Moved Out
H003342,S005194,Founders Hall,589,2026-01-10,2026-06-16,Moved Out
H003343,S008674,Lakeside Terrace,391,2025-07-10,,Active
H003344,S001647,Summit House,291,2025-10-03,,Active
H003345,S009125,Birchwood Hall,225,2026-07-20,2026-08-20,Moved Out
H003346,S009115,Harborview Hall,559,2026-01-08,,Active
H003347,S006811,Harborview Hall,552,2025-01-08,,Active
H003348,S005432,Maple Ridge Hall,474,2025-04-30,2025-08-09,Moved Out
H003349,S009723,Founders Hall,236,2025-12-09,2026-05-14,Moved Out
H003350,S002477,Bellview Hall,447,2025-02-01,2025-11-19,Moved Out
H003351,S009616,Aspen Court,400,2024-10-21,2025-03-10,Moved Out
H003352,S002067,Meadowbrook Hall,287,2025-11-27,,Active
H003353,S002217,Bellview Hall,109,2026-03-05,,Active
H003354,S009548,Harborview Hall,425,2026-01-08,2026-03-29,Moved Out
H003355,S007127,Sunrise Commons,135,2023-09-13,,Active
H003356,S009429,Founders Hall,436,2023-08-25,,Active
H003357,S003922,Summit House,524,2025-09-03,,Active
H003358,S008146,Aspen Court,243,2025-10-09,,Active
H003359,S003827,Founders Hall,424,2025-12-22,2026-06-07,Moved Out
H003360,S002653,Birchwood Hall,476,2025-04-01,2025-07-01,Moved Out
H003361,S002085,Northgate Hall,272,2026-06-01,,Pending Assignment
H003362,S001527,Meadowbrook Hall,312,2026-03-21,2026-08-20,Moved Out
H003363,S003385,Lakeside Terrace,329,2026-09-13,2026-08-20,Moved Out
H003364,S007246,Riverbend Hall,586,2026-07-04,2026-08-20,Moved Out
H003365,S001854,Aspen Court,259,2023-11-27,,Active
H003366,S003957,Northgate Hall,369,2025-11-21,2026-05-13,Moved Out
H003367,S009909,Maple Ridge Hall,450,2025-01-28,,Active
H003368,S004053,Sunrise Commons,328,2026-05-02,,Active
H003369,S009338,Bellview Hall,462,2025-03-22,,Active
H003370,S004085,Founders Hall,136,2023-08-15,2024-05-04,Moved Out
H003371,S003651,Highland Hall,106,2024-03-11,2024-12-25,Moved Out
H003372,S005148,Maple Ridge Hall,200,2024-07-06,2025-01-21,Moved Out
H003373,S007437,Riverbend Hall,524,2026-05-29,,Active
H003374,S005934,Sunrise Commons,330,2024-04-18,,Active
H003375,S000089,Willow Creek Hall,516,2024-01-07,,Active
H003376,S001707,Birchwood Hall,348,2026-04-05,,Active
H003377,S006772,Bellview Hall,251,2025-03-01,2025-07-13,Moved Out
H003378,S003581,Bellview Hall,576,2023-11-13,2024-05-05,Moved Out
H003379,S007957,Meadowbrook Hall,323,2025-01-15,2025-08-05,Moved Out
H003380,S005042,Summit House,267,2023-09-11,,Active
H003381,S002542,Sunrise Commons,232,2024-08-28,,Active
H003382,S000958,Summit House,126,2024-05-13,,Active
H003383,S008833,Summit House,306,2024-11-24,,Active
H003384,S005798,Northgate Hall,291,2026-05-19,2026-08-20,Moved Out
H003385,S009467,Highland Hall,400,2025-01-31,,Active
H003386,S000148,Riverbend Hall,530,2024-11-12,,Active
H003387,S002648,Highland Hall,347,2024-09-26,,Active
H003388,S008648,Cedar Crest Hall,456,2025-01-19,,Active
H003389,S005018,Summit House,567,2023-08-17,2024-03-11,Moved Out
H003390,S008454,Cedar Crest Hall,567,2024-09-04,,Active
H003391,S003411,Bellview Hall,452,2023-09-16,2024-03-17,Moved Out
H003392,S001081,Founders Hall,525,2026-07-01,2026-08-20,Moved Out
H003393,S004689,Sunrise Commons,289,2024-04-12,,Active
H003394,S001129,Bellview Hall,328,2025-10-24,,Pending Assignment
H003395,S000893,Cedar Crest Hall,459,2026-03-01,,Active
H003396,S006484,Meadowbrook Hall,414,2025-11-08,,Active
H003397,S002440,Cedar Crest Hall,479,2024-03-11,,Active
H003398,S001295,Founders Hall,361,2024-08-01,,Active
H003399,S007728,Founders Hall,158,2024-08-08,,Active
H003400,S004792,Meadowbrook Hall,453,2023-10-30,,Active
H003401,S009891,Lakeside Terrace,319,2025-02-24,,Active
H003402,S002506,Bellview Hall,245,2025-01-29,,Active
H003403,S000186,Maple Ridge Hall,305,2023-10-22,,Active
H003404,S000212,Highland Hall,191,2025-10-07,2026-04-24,Moved Out
H003405,S006739,Birchwood Hall,525,2024-08-30,,Active
H003406,S003063,Harborview Hall,266,2026-07-16,,Active
H003407,S007071,Sunrise Commons,528,2026-08-20,2026-08-20,Moved Out
H003408,S004206,Willow Creek Hall,456,2026-07-22,2026-08-20,Moved Out
H003409,S005774,Riverbend Hall,205,2026-07-31,,Pending Assignment
H003410,S004592,Northgate Hall,134,2024-11-19,,Active
H003411,S003299,Bellview Hall,222,2024-01-24,2024-05-14,Moved Out
H003412,S007128,Willow Creek Hall,359,2023-12-08,2024-07-30,Moved Out
H003413,S002778,Willow Creek Hall,506,2026-02-21,,Active
H003414,S004809,Bellview Hall,137,2024-08-22,2024-12-27,Moved Out
H003415,S002764,Bellview Hall,568,2026-06-22,2026-08-20,Moved Out
H003416,S000253,Summit House,422,2026-03-04,2026-07-22,Moved Out
H003417,S000191,Maple Ridge Hall,122,2023-11-26,2024-03-02,Moved Out
H003418,S009261,Summit House,484,2025-08-11,,Active
H003419,S005035,Harborview Hall,345,2025-08-27,,Pending Assignment
H003420,S007610,Maple Ridge Hall,490,2024-09-07,2025-03-06,Moved Out
H003421,S004098,Northgate Hall,214,2023-08-03,,Active
H003422,S005216,Maple Ridge Hall,291,2025-10-26,,Active
H003423,S003045,Highland Hall,320,2024-01-08,,Active
H003424,S009010,Meadowbrook Hall,530,2023-09-10,,Active
H003425,S002782,Summit House,266,2025-06-23,,Active
H003426,S002345,Lakeside Terrace,567,2024-01-20,2024-06-12,Moved Out
H003427,S003863,Lakeside Terrace,468,2025-01-01,2025-07-11,Moved Out
H003428,S009563,Birchwood Hall,409,2025-09-10,,Active
H003429,S000320,Summit House,535,2025-08-15,,Pending Assignment
H003430,S004448,Sunrise Commons,338,2023-11-30,,Active
H003431,S004951,Founders Hall,562,2023-10-26,,Active
H003432,S008919,Maple Ridge Hall,149,2024-06-04,2025-02-23,Moved Out
H003433,S008576,Riverbend Hall,210,2026-07-30,2026-08-20,Moved Out
H003434,S008350,Summit House,359,2025-06-21,,Active
H003435,S004378,Aspen Court,211,2026-03-17,,Active
H003436,S009927,Harborview Hall,454,2024-03-27,2024-10-07,Moved Out
H003437,S004519,Maple Ridge Hall,210,2023-12-16,2024-07-25,Moved Out
H003438,S002923,Founders Hall,315,2024-03-18,,Active
H003439,S004019,Founders Hall,595,2026-02-20,,Active
H003440,S006503,Aspen Court,539,2025-08-24,2026-03-11,Moved Out
H003441,S009438,Meadowbrook Hall,333,2023-10-31,2024-06-07,Moved Out
H003442,S006848,Willow Creek Hall,240,2024-09-23,2025-04-22,Moved Out
H003443,S002123,Birchwood Hall,272,2024-05-15,2025-01-31,Moved Out
H003444,S007237,Willow Creek Hall,397,2025-04-25,2025-11-23,Moved Out
H003445,S004989,Birchwood Hall,548,2026-06-24,,Active
H003446,S001216,Maple Ridge Hall,395,2026-07-20,,Active
H003447,S009418,Summit House,116,2025-01-31,,Pending Assignment
H003448,S009245,Founders Hall,178,2026-01-07,,Active
H003449,S003989,Harborview Hall,189,2025-07-19,2026-02-13,Moved Out
H003450,S002784,Cedar Crest Hall,446,2025-07-27,,Active
H003451,S004395,Aspen Court,341,2025-01-31,2025-04-30,Moved Out
H003452,S000204,Harborview Hall,290,2023-09-30,,Active
H003453,S007381,Aspen Court,417,2023-10-26,,Active
H003454,S004350,Aspen Court,180,2024-04-18,2024-08-25,Moved Out
H003455,S004757,Birchwood Hall,328,2024-03-24,2025-01-16,Moved Out
H003456,S001225,Summit House,400,2025-01-05,,Active
H003457,S001133,Sunrise Commons,508,2023-08-21,2024-05-31,Moved Out
H003458,S003199,Summit House,563,2024-05-28,,Active
H003459,S000919,Willow Creek Hall,510,2024-07-24,2025-01-12,Moved Out
H003460,S006981,Riverbend Hall,187,2025-07-15,2026-01-07,Moved Out
H003461,S001057,Harborview Hall,306,2024-12-31,,Active
H003462,S000123,Willow Creek Hall,372,2023-12-25,2024-07-05,Moved Out
H003463,S008441,Birchwood Hall,131,2026-01-22,,Active
H003464,S004674,Cedar Crest Hall,598,2024-03-22,2024-11-29,Moved Out
H003465,S006127,Harborview Hall,299,2025-05-04,2025-07-05,Moved Out
H003466,S004269,Lakeside Terrace,288,2024-04-12,2024-10-18,Moved Out
H003467,S005902,Willow Creek Hall,553,2024-11-19,,Active
H003468,S004327,Cedar Crest Hall,478,2025-12-25,2026-04-02,Moved Out
H003469,S004457,Northgate Hall,258,2026-06-14,2026-08-20,Moved Out
H003470,S002072,Summit House,237,2026-08-11,,Active
H003471,S002483,Maple Ridge Hall,240,2025-02-24,2025-08-10,Moved Out
H003472,S001366,Maple Ridge Hall,155,2024-11-13,,Active
H003473,S005052,Northgate Hall,552,2026-05-04,,Active
H003474,S007109,Riverbend Hall,195,2025-10-26,,Active
H003475,S003087,Aspen Court,526,2025-06-08,,Active
H003476,S005664,Summit House,562,2024-03-15,2024-07-18,Moved Out
H003477,S002236,Aspen Court,316,2024-12-12,,Active
H003478,S005905,Harborview Hall,266,2025-02-26,,Active
H003479,S007878,Aspen Court,490,2026-07-22,2026-08-20,Moved Out
H003480,S000395,Harborview Hall,123,2023-08-29,,Active
H003481,S003399,Maple Ridge Hall,585,2024-02-18,,Active
H003482,S007920,Cedar Crest Hall,427,2024-07-19,,Active
H003483,S000374,Meadowbrook Hall,543,2025-09-23,,Active
H003484,S008556,Sunrise Commons,403,2024-10-30,,Active
H003485,S009071,Maple Ridge Hall,256,2025-05-27,,Active
H003486,S004140,Meadowbrook Hall,483,2025-06-05,,Active
H003487,S000848,Lakeside Terrace,214,2025-08-26,2026-04-13,Moved Out
H003488,S009461,Meadowbrook Hall,298,2025-09-12,,Active
H003489,S001535,Cedar Crest Hall,530,2025-09-07,2026-01-20,Moved Out
H003490,S007651,Highland Hall,293,2024-03-21,,Active
H003491,S001717,Summit House,159,2025-12-01,,Active
H003492,S002000,Aspen Court,161,2024-05-18,,Active
H003493,S005364,Sunrise Commons,165,2024-03-05,,Active
H003494,S001238,Cedar Crest Hall,263,2024-11-27,2025-08-11,Moved Out
H003495,S007470,Lakeside Terrace,570,2026-02-24,,Active
H003496,S001466,Cedar Crest Hall,338,2025-06-01,,Active
H003497,S001563,Meadowbrook Hall,529,2024-05-15,,Active
H003498,S009346,Meadowbrook Hall,183,2026-05-18,2026-08-20,Moved Out
H003499,S007446,Cedar Crest Hall,261,2026-02-10,2026-08-20,Moved Out
H003500,S009735,Riverbend Hall,139,2023-10-17,,Active
H003501,S004403,Highland Hall,340,2024-01-27,2024-10-23,Moved Out
H003502,S005750,Northgate Hall,469,2024-12-11,,Active
H003503,S000001,Summit House,280,2026-08-08,2026-08-20,Moved Out
H003504,S000649,Summit House,408,2024-07-23,2024-11-03,Moved Out
H003505,S001398,Cedar Crest Hall,587,2024-04-10,,Active
H003506,S000232,Cedar Crest Hall,469,2026-07-14,,Active
H003507,S000087,Cedar Crest Hall,365,2025-11-12,,Active
H003508,S007224,Willow Creek Hall,409,2025-04-17,,Pending Assignment
H003509,S004683,Maple Ridge Hall,258,2025-03-15,,Active
H003510,S005360,Sunrise Commons,140,2025-07-31,2026-05-06,Moved Out
H003511,S003515,Northgate Hall,535,2024-03-22,2024-08-01,Moved Out
H003512,S009860,Founders Hall,222,2024-04-27,,Active
H003513,S000831,Cedar Crest Hall,327,2025-02-07,,Active
H003514,S006379,Harborview Hall,171,2026-02-27,,Active
H003515,S007385,Northgate Hall,120,2026-08-04,,Active
H003516,S000378,Willow Creek Hall,423,2024-06-28,,Active
H003517,S003707,Willow Creek Hall,306,2024-09-30,,Active
H003518,S000342,Riverbend Hall,208,2024-02-13,,Active
H003519,S008584,Sunrise Commons,303,2025-02-15,2025-05-04,Moved Out
H003520,S000160,Founders Hall,377,2023-09-29,,Active
H003521,S008134,Cedar Crest Hall,412,2025-06-09,2025-11-08,Moved Out
H003522,S009818,Founders Hall,433,2024-04-14,2024-12-19,Moved Out
H003523,S001607,Aspen Court,434,2023-10-07,,Active
H003524,S000167,Meadowbrook Hall,565,2025-08-23,,Active
H003525,S008868,Maple Ridge Hall,317,2025-01-14,,Active
H003526,S007781,Northgate Hall,562,2024-10-19,,Active
H003527,S008018,Highland Hall,362,2026-04-27,,Active
H003528,S006810,Summit House,454,2026-01-25,,Pending Assignment
H003529,S005853,Lakeside Terrace,209,2024-11-21,,Active
H003530,S002871,Birchwood Hall,393,2024-07-18,2024-09-22,Moved Out
H003531,S003868,Harborview Hall,390,2023-10-16,,Pending Assignment
H003532,S003033,Founders Hall,286,2027-01-21,,Active
H003533,S000280,Northgate Hall,119,2025-12-27,,Active
H003534,S002628,Aspen Court,214,2024-06-09,2024-10-13,Moved Out
H003535,S005095,Cedar Crest Hall,323,2024-08-31,,Active
H003536,S008855,Harborview Hall,324,2025-10-26,,Active
H003537,S007596,Sunrise Commons,213,2026-01-11,2026-08-20,Moved Out
H003538,S005766,Willow Creek Hall,222,2026-03-11,2026-08-20,Moved Out
H003539,S006470,Birchwood Hall,182,2026-02-27,,Active
H003540,S007496,Highland Hall,205,2024-04-09,2024-12-17,Moved Out
H003541,S008994,Riverbend Hall,179,2026-08-08,2026-08-20,Moved Out
H003542,S008260,Riverbend Hall,503,2025-10-10,2026-01-18,Moved Out
H003543,S002068,Cedar Crest Hall,417,2026-04-01,,Active
H003544,S002666,Aspen Court,162,2025-04-18,,Active
H003545,S004805,Riverbend Hall,478,2023-12-05,,Active
H003546,S000309,Bellview Hall,455,2025-11-17,2026-03-24,Moved Out
H003547,S003219,Northgate Hall,474,2026-05-03,,Active
H003548,S009410,Sunrise Commons,334,2024-04-21,2024-09-13,Moved Out
H003549,S009913,Birchwood Hall,233,2025-01-08,2025-05-12,Moved Out
H003550,S006287,Willow Creek Hall,357,2024-09-19,,Active
H003551,S003715,Cedar Crest Hall,238,2023-12-15,,Active
H003552,S003736,Willow Creek Hall,408,2025-11-01,,Active
H003553,S003297,Willow Creek Hall,490,2024-09-08,,Pending Assignment
H003554,S006919,Cedar Crest Hall,474,2023-08-22,,Active
H003555,S004680,Summit House,231,2024-11-07,,Active
H003556,S008934,Riverbend Hall,548,2025-08-17,,Active
H003557,S007190,Meadowbrook Hall,284,2026-10-15,2026-08-20,Moved Out
H003558,S007309,Highland Hall,354,2025-09-03,2026-01-08,Moved Out
H003559,S005700,Harborview Hall,597,2026-03-10,,Active
H003560,S000075,Cedar Crest Hall,250,2024-04-21,,Active
H003561,S005560,Lakeside Terrace,422,2024-01-25,,Active
H003562,S001034,Highland Hall,431,2026-01-19,2026-07-21,Moved Out
H003563,S000992,Meadowbrook Hall,407,2024-05-15,,Active
H003564,S009085,Cedar Crest Hall,144,2024-09-21,,Active
H003565,S008061,Highland Hall,293,2025-06-17,2026-02-25,Moved Out
H003566,S003804,Meadowbrook Hall,128,2026-09-22,,Active
H003567,S000447,Cedar Crest Hall,490,2025-10-29,2026-07-18,Moved Out
H003568,S004009,Highland Hall,196,2024-08-11,,Active
H003569,S005408,Founders Hall,374,2025-04-05,2025-07-24,Moved Out
H003570,S002993,Riverbend Hall,183,2024-11-08,,Active
H003571,S000652,Meadowbrook Hall,216,2025-07-21,,Active
H003572,S002702,Summit House,423,2024-10-16,,Pending Assignment
H003573,S007230,Highland Hall,224,2024-07-17,,Active
H003574,S008413,Harborview Hall,475,2025-02-18,2025-06-30,Moved Out
H003575,S006843,Lakeside Terrace,566,2025-04-15,,Active
H003576,S000635,Sunrise Commons,297,2025-02-11,,Active
H003577,S009897,Founders Hall,525,2023-10-23,,Active
H003578,S006777,Willow Creek Hall,351,2026-08-16,,Active
H003579,S005356,Harborview Hall,511,2024-11-14,2025-06-08,Moved Out
H003580,S002616,Maple Ridge Hall,253,2026-05-20,2026-08-20,Moved Out
H003581,S003253,Meadowbrook Hall,448,2025-07-03,,Active
H003582,S000510,Birchwood Hall,369,2024-08-18,,Active
H003583,S006704,Lakeside Terrace,215,2026-06-11,,Active
H003584,S008106,Harborview Hall,532,2025-04-16,2025-11-22,Moved Out
