report_id,reported_student_id,reporter_type,submitted_date,category,location,priority,description,anonymous
WR000419,S003119,Anonymous,2025-06-09,Academic Dishonesty,East Lot,Medium,Reporter describes an incident involving academic dishonesty that occurred at East Lot.,True
WR000420,,Student,2025-06-09,Bias Incident,Maple Ridge Hall,High,A concern was submitted regarding possible bias incident near Maple Ridge Hall.,False
WR000421,S005942,Staff,2025-06-09,Safety Hazard,Library,Low,Submission describes an ongoing issue related to safety hazard at Library.,False
WR000422,S001687,Anonymous,2025-06-11,Bias Incident,Northgate Hall,High,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000423,S007132,Anonymous,2025-06-11,Sexual Misconduct,Engineering Annex,High,Reporter describes an incident involving sexual misconduct that occurred at Engineering Annex.,True
WR000424,,Staff,2025-06-12,Mental Health Concern,Off-Campus Housing,Low,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000425,S009663,Staff,2025-06-12,Alcohol/Drug Concern,Stadium,Medium,Submission describes an ongoing issue related to alcohol/drug concern at Stadium.,False
WR000426,,Parent,2025-06-12,Sexual Misconduct,Science Building,Medium,A concern was submitted regarding possible sexual misconduct near Science Building.,False
WR000427,S001984,Staff,2025-06-13,Hazing,Highland Hall,Medium,Reporter states they witnessed behavior consistent with hazing.,False
WR000428,,Student,2025-06-13,Hazing,Birchwood Hall,Medium,Reporter states they witnessed behavior consistent with hazing.,False
WR000429,,Faculty,2025-06-14,Alcohol/Drug Concern,Bellview Hall,High,A concern was submitted regarding possible alcohol/drug concern near Bellview Hall.,False
WR000430,,Anonymous,2025-06-14,Safety Hazard,Highland Hall,Urgent,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000431,S006153,Student,2025-06-15,Mental Health Concern,Highland Hall,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000432,S009745,Anonymous,2025-06-16,Academic Dishonesty,Harborview Hall,Medium,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000433,,Anonymous,2025-06-16,Bias Incident,West Parking Garage,Low,Submission describes an ongoing issue related to bias incident at West Parking Garage.,True
WR000434,S004986,Staff,2025-06-17,Property Damage,Riverbend Hall,Low,A concern was submitted regarding possible property damage near Riverbend Hall.,False
WR000435,S004007,Anonymous,2025-06-17,Property Damage,Summit House,Low,A concern was submitted regarding possible property damage near Summit House.,True
WR000436,S001792,Faculty,2025-06-17,Theft,Birchwood Hall,Medium,Reporter describes an incident involving theft that occurred at Birchwood Hall.,False
WR000437,,Student,2025-06-20,Sexual Misconduct,Stadium,Medium,Submission describes an ongoing issue related to sexual misconduct at Stadium.,False
WR000438,,Faculty,2025-06-21,Alcohol/Drug Concern,Highland Hall,Low,Submission describes an ongoing issue related to alcohol/drug concern at Highland Hall.,False
WR000439,S005388,Anonymous,2025-06-21,Alcohol/Drug Concern,Library,Low,A concern was submitted regarding possible alcohol/drug concern near Library.,True
WR000440,,Anonymous,2025-06-22,Safety Hazard,Birchwood Hall,Medium,Reporter describes an incident involving safety hazard that occurred at Birchwood Hall.,True
WR000441,S002742,Student,2025-06-23,Discrimination,Founders Hall,Medium,Submission describes an ongoing issue related to discrimination at Founders Hall.,False
WR000442,,Faculty,2025-06-24,Mental Health Concern,Science Building,Medium,Submission describes an ongoing issue related to mental health concern at Science Building.,False
WR000443,,Anonymous,2025-06-25,Safety Hazard,Science Building,Medium,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000444,,Anonymous,2025-06-26,Bullying/Harassment,Northgate Hall,Urgent,Submission describes an ongoing issue related to bullying/harassment at Northgate Hall.,True
WR000445,,Faculty,2025-06-26,Property Damage,Science Building,Low,Reporter states they witnessed behavior consistent with property damage.,False
WR000446,,Staff,2025-06-27,Discrimination,Lakeside Terrace,Low,Submission describes an ongoing issue related to discrimination at Lakeside Terrace.,False
WR000447,S001427,Anonymous,2025-06-27,Bias Incident,Recreation Center,Medium,Reporter describes an incident involving bias incident that occurred at Recreation Center.,True
WR000448,,Student,2025-06-28,Theft,East Lot,Low,Reporter states they witnessed behavior consistent with theft.,False
WR000449,S005102,Anonymous,2025-06-28,Property Damage,Lakeside Terrace,High,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000450,S000596,Anonymous,2025-06-29,Bias Incident,West Parking Garage,Medium,A concern was submitted regarding possible bias incident near West Parking Garage.,True
WR000451,S007426,Student,2025-06-30,Mental Health Concern,Cedar Crest Hall,High,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000452,,Student,2025-06-30,Bias Incident,Willow Creek Hall,High,Reporter describes an incident involving bias incident that occurred at Willow Creek Hall.,False
WR000453,S000668,Community Member,2025-07-01,Sexual Misconduct,Engineering Annex,High,Reporter describes an incident involving sexual misconduct that occurred at Engineering Annex.,False
WR000454,,Student,2025-07-01,Academic Dishonesty,Off-Campus,Medium,Submission describes an ongoing issue related to academic dishonesty at Off-Campus.,False
WR000455,S003125,Community Member,2025-07-01,Discrimination,Main Quad,Medium,Submission describes an ongoing issue related to discrimination at Main Quad.,False
WR000456,,Student,2025-07-02,Discrimination,Harborview Hall,High,A concern was submitted regarding possible discrimination near Harborview Hall.,False
WR000457,S001346,Faculty,2025-07-02,Alcohol/Drug Concern,Engineering Annex,Urgent,Reporter describes an incident involving alcohol/drug concern that occurred at Engineering Annex.,False
WR000458,,Anonymous,2025-07-02,Theft,Founders Hall,Medium,Concern raised about theft; reporter requests follow-up from staff.,True
WR000459,,Anonymous,2025-07-03,Theft,Founders Hall,High,A concern was submitted regarding possible theft near Founders Hall.,True
WR000460,S000502,Anonymous,2025-07-03,Alcohol/Drug Concern,Engineering Annex,Medium,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,True
WR000461,S003853,Anonymous,2025-07-03,Theft,Meadowbrook Hall,Medium,Submission describes an ongoing issue related to theft at Meadowbrook Hall.,True
WR000462,,Staff,2025-07-05,Safety Hazard,Library,High,Submission describes an ongoing issue related to safety hazard at Library.,False
WR000463,S004038,Student,2025-07-06,Mental Health Concern,Online / Remote,Low,Reporter describes an incident involving mental health concern that occurred at Online / Remote.,False
WR000464,,Anonymous,2025-07-06,Discrimination,Engineering Annex,Medium,A concern was submitted regarding possible discrimination near Engineering Annex.,True
WR000465,,Student,2025-07-07,Bullying/Harassment,Harborview Hall,Medium,Submission describes an ongoing issue related to bullying/harassment at Harborview Hall.,False
WR000466,S003330,Anonymous,2025-07-07,Bullying/Harassment,Cedar Crest Hall,Low,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000467,S003509,Parent,2025-07-08,Safety Hazard,Stadium,Urgent,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000468,S003916,Anonymous,2025-07-09,Theft,Online / Remote,Medium,Reporter describes an incident involving theft that occurred at Online / Remote.,True
WR000469,S003365,Student,2025-07-09,Discrimination,Online / Remote,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000470,S004121,Student,2025-07-09,Theft,Northgate Hall,Medium,Reporter states they witnessed behavior consistent with theft.,False
WR000471,,Student,2025-07-10,Theft,Fine Arts Center,Low,Concern raised about theft; reporter requests follow-up from staff.,False
WR000472,S007775,Staff,2025-07-10,Discrimination,Library,Medium,Submission describes an ongoing issue related to discrimination at Library.,False
WR000473,,Anonymous,2025-07-11,Safety Hazard,Bellview Hall,Medium,Concern raised about safety hazard; reporter requests follow-up from staff.,True
WR000474,S006263,Anonymous,2025-07-13,Hazing,Bike Path,Low,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000475,,Anonymous,2025-07-13,Safety Hazard,Meadowbrook Hall,Low,Submission describes an ongoing issue related to safety hazard at Meadowbrook Hall.,True
WR000476,S002014,Anonymous,2025-07-15,Discrimination,Engineering Annex,Medium,Reporter states they witnessed behavior consistent with discrimination.,True
WR000477,S006541,Staff,2025-07-15,Academic Dishonesty,Northgate Hall,Medium,Submission describes an ongoing issue related to academic dishonesty at Northgate Hall.,False
WR000478,,Faculty,2025-07-15,Hazing,Founders Hall,Low,Reporter states they witnessed behavior consistent with hazing.,False
WR000479,,Anonymous,2025-07-17,Bullying/Harassment,Recreation Center,High,Reporter states they witnessed behavior consistent with bullying/harassment.,True
WR000480,S009278,Community Member,2025-07-18,Property Damage,Northgate Hall,Low,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000481,,Anonymous,2025-07-19,Mental Health Concern,Stadium,High,Submission describes an ongoing issue related to mental health concern at Stadium.,True
WR000482,S006219,Anonymous,2025-07-21,Safety Hazard,Meadowbrook Hall,Urgent,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000483,S003332,Faculty,2025-07-21,Safety Hazard,Sunrise Commons,Low,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000484,,Anonymous,2025-07-21,Sexual Misconduct,Maple Ridge Hall,Urgent,A concern was submitted regarding possible sexual misconduct near Maple Ridge Hall.,True
WR000485,S000427,Staff,2025-07-22,Bullying/Harassment,Sunrise Commons,Low,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000486,S003389,Student,2025-07-22,Alcohol/Drug Concern,Cedar Crest Hall,Low,Submission describes an ongoing issue related to alcohol/drug concern at Cedar Crest Hall.,False
WR000487,,Parent,2025-07-22,Sexual Misconduct,Northgate Hall,Low,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000488,,Community Member,2025-07-23,Hazing,Maple Ridge Hall,High,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000489,,Parent,2025-07-23,Property Damage,Library,High,Submission describes an ongoing issue related to property damage at Library.,False
WR000490,,Community Member,2025-07-23,Other,Aspen Court,Medium,Concern raised about other; reporter requests follow-up from staff.,False
WR000491,S005304,Anonymous,2025-07-25,Theft,Harborview Hall,High,Submission describes an ongoing issue related to theft at Harborview Hall.,True
WR000492,S007653,Community Member,2025-07-25,Property Damage,Main Quad,High,A concern was submitted regarding possible property damage near Main Quad.,False
WR000493,S004796,Anonymous,2025-07-25,Discrimination,Stadium,Medium,Reporter states they witnessed behavior consistent with discrimination.,True
WR000494,S006911,Student,2025-07-27,Alcohol/Drug Concern,Stadium,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000495,S008666,Student,2025-07-29,Hazing,West Parking Garage,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000496,,Student,2025-07-30,Safety Hazard,Fine Arts Center,Low,Reporter describes an incident involving safety hazard that occurred at Fine Arts Center.,False
WR000497,S007768,Anonymous,2025-07-31,Bullying/Harassment,Lakeside Terrace,Urgent,A concern was submitted regarding possible bullying/harassment near Lakeside Terrace.,True
WR000498,S005158,Student,2025-07-31,Safety Hazard,Lakeside Terrace,Medium,A concern was submitted regarding possible safety hazard near Lakeside Terrace.,False
WR000499,,Faculty,2025-08-01,Discrimination,Lakeside Terrace,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000500,S005099,Student,2025-08-02,Property Damage,Fine Arts Center,Medium,Submission describes an ongoing issue related to property damage at Fine Arts Center.,False
WR000501,,Faculty,2025-08-03,Theft,Bellview Hall,Low,Submission describes an ongoing issue related to theft at Bellview Hall.,False
WR000502,,Faculty,2025-08-03,Hazing,Highland Hall,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000503,S000325,Staff,2025-08-03,Discrimination,Bike Path,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000504,S001748,Faculty,2025-08-04,Discrimination,Birchwood Hall,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000505,S006268,Anonymous,2025-08-04,Bias Incident,Engineering Annex,High,A concern was submitted regarding possible bias incident near Engineering Annex.,True
WR000506,,Staff,2025-08-04,Sexual Misconduct,Meadowbrook Hall,Low,Reporter describes an incident involving sexual misconduct that occurred at Meadowbrook Hall.,False
WR000507,S008756,Parent,2025-08-05,Sexual Misconduct,Bike Path,Medium,Submission describes an ongoing issue related to sexual misconduct at Bike Path.,False
WR000508,,Anonymous,2025-08-05,Alcohol/Drug Concern,Stadium,Medium,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,True
WR000509,S006345,Staff,2025-08-08,Theft,Online / Remote,High,A concern was submitted regarding possible theft near Online / Remote.,False
WR000510,,Anonymous,2025-08-08,Alcohol/Drug Concern,Off-Campus Housing,Medium,A concern was submitted regarding possible alcohol/drug concern near Off-Campus Housing.,True
WR000511,S006328,Parent,2025-08-09,Discrimination,Cedar Crest Hall,High,Reporter describes an incident involving discrimination that occurred at Cedar Crest Hall.,False
WR000512,,Student,2025-08-09,Theft,Sunrise Commons,High,A concern was submitted regarding possible theft near Sunrise Commons.,False
WR000513,S006058,Anonymous,2025-08-10,Alcohol/Drug Concern,Library,Medium,Submission describes an ongoing issue related to alcohol/drug concern at Library.,True
WR000514,,Student,2025-08-11,Other,Lakeside Terrace,Medium,Concern raised about other; reporter requests follow-up from staff.,False
WR000515,,Faculty,2025-08-11,Other,East Lot,Urgent,Reporter states they witnessed behavior consistent with other.,False
WR000516,,Student,2025-08-11,Discrimination,Student Union,High,Reporter states they witnessed behavior consistent with discrimination.,False
WR000517,,Student,2025-08-12,Other,Founders Hall,Low,Concern raised about other; reporter requests follow-up from staff.,False
WR000518,S009210,Anonymous,2025-08-13,Property Damage,Sunrise Commons,Low,Submission describes an ongoing issue related to property damage at Sunrise Commons.,True
WR000519,S001382,Anonymous,2025-08-14,Property Damage,Stadium,Low,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000520,S002099,Anonymous,2025-08-14,Discrimination,Library,Low,Reporter states they witnessed behavior consistent with discrimination.,True
WR000521,S000688,Faculty,2025-08-15,Bias Incident,Harborview Hall,Medium,A concern was submitted regarding possible bias incident near Harborview Hall.,False
WR000522,,Faculty,2025-08-16,Hazing,Bellview Hall,Low,Reporter states they witnessed behavior consistent with hazing.,False
WR000523,,Faculty,2025-08-16,Mental Health Concern,Maple Ridge Hall,High,Reporter describes an incident involving mental health concern that occurred at Maple Ridge Hall.,False
WR000524,S003125,Anonymous,2025-08-16,Property Damage,Fine Arts Center,Medium,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000525,S004467,Parent,2025-08-17,Other,Bike Path,High,Reporter states they witnessed behavior consistent with other.,False
WR000526,,Staff,2025-08-19,Discrimination,Aspen Court,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000527,S009404,Student,2025-08-19,Mental Health Concern,Fine Arts Center,High,Submission describes an ongoing issue related to mental health concern at Fine Arts Center.,False
WR000528,,Community Member,2025-08-20,Bias Incident,Bike Path,Urgent,Reporter describes an incident involving bias incident that occurred at Bike Path.,False
WR000529,S001825,Community Member,2025-08-20,Sexual Misconduct,Summit House,Medium,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000530,S002682,Staff,2025-08-21,Mental Health Concern,Science Building,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000531,S004235,Faculty,2025-08-23,Alcohol/Drug Concern,Lakeside Terrace,Medium,Submission describes an ongoing issue related to alcohol/drug concern at Lakeside Terrace.,False
WR000532,S005704,Anonymous,2025-08-23,Discrimination,Northgate Hall,High,A concern was submitted regarding possible discrimination near Northgate Hall.,True
WR000533,S002922,Faculty,2025-08-25,Alcohol/Drug Concern,Library,Medium,A concern was submitted regarding possible alcohol/drug concern near Library.,False
WR000534,S005479,Anonymous,2025-08-25,Sexual Misconduct,Student Union,Low,Concern raised about sexual misconduct; reporter requests follow-up from staff.,True
WR000535,,Student,2025-08-27,Discrimination,Online / Remote,Medium,Reporter describes an incident involving discrimination that occurred at Online / Remote.,False
WR000536,S003678,Anonymous,2025-08-27,Safety Hazard,Highland Hall,Low,Submission describes an ongoing issue related to safety hazard at Highland Hall.,True
WR000537,S008451,Anonymous,2025-08-28,Safety Hazard,East Lot,Medium,Submission describes an ongoing issue related to safety hazard at East Lot.,True
WR000538,S003457,Community Member,2025-08-28,Mental Health Concern,Summit House,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000539,S000546,Anonymous,2025-08-29,Property Damage,West Parking Garage,Medium,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000540,,Staff,2025-08-30,Other,Cedar Crest Hall,Medium,Submission describes an ongoing issue related to other at Cedar Crest Hall.,False
WR000541,S008326,Student,2025-09-01,Bullying/Harassment,Founders Hall,Medium,Reporter describes an incident involving bullying/harassment that occurred at Founders Hall.,False
WR000542,,Parent,2025-09-02,Alcohol/Drug Concern,East Lot,Low,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000543,S007025,Student,2025-09-03,Property Damage,Off-Campus Housing,Low,Reporter describes an incident involving property damage that occurred at Off-Campus Housing.,False
WR000544,S009531,Anonymous,2025-09-03,Mental Health Concern,Stadium,Medium,Reporter describes an incident involving mental health concern that occurred at Stadium.,True
WR000545,S006246,Community Member,2025-09-03,Alcohol/Drug Concern,Main Quad,Medium,Reporter describes an incident involving alcohol/drug concern that occurred at Main Quad.,False
WR000546,S006437,Anonymous,2025-09-04,Other,Student Union,Medium,Reporter states they witnessed behavior consistent with other.,True
WR000547,S008182,Anonymous,2025-09-06,Other,Bike Path,Medium,Submission describes an ongoing issue related to other at Bike Path.,True
WR000548,,Community Member,2025-09-06,Theft,Science Building,High,Submission describes an ongoing issue related to theft at Science Building.,False
WR000549,S001934,Student,2025-09-08,Safety Hazard,Sunrise Commons,Low,Submission describes an ongoing issue related to safety hazard at Sunrise Commons.,False
WR000550,,Anonymous,2025-09-09,Sexual Misconduct,Student Union,Low,Submission describes an ongoing issue related to sexual misconduct at Student Union.,True
WR000551,S001783,Anonymous,2025-09-11,Bias Incident,East Lot,Low,Reporter states they witnessed behavior consistent with bias incident.,True
WR000552,S008756,Anonymous,2025-09-11,Academic Dishonesty,Fine Arts Center,Medium,Reporter describes an incident involving academic dishonesty that occurred at Fine Arts Center.,True
WR000553,S001747,Anonymous,2025-09-12,Mental Health Concern,West Parking Garage,Medium,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000554,S004912,Student,2025-09-17,Mental Health Concern,Highland Hall,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000555,S003566,Parent,2025-09-17,Other,Willow Creek Hall,High,A concern was submitted regarding possible other near Willow Creek Hall.,False
WR000556,S002494,Student,2025-09-17,Property Damage,Engineering Annex,Medium,Reporter states they witnessed behavior consistent with property damage.,False
WR000557,S002720,Staff,2025-09-18,Other,Aspen Court,Medium,Concern raised about other; reporter requests follow-up from staff.,False
WR000558,,Student,2025-09-19,Academic Dishonesty,Engineering Annex,Urgent,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000559,,Anonymous,2025-09-21,Discrimination,Summit House,Medium,A concern was submitted regarding possible discrimination near Summit House.,True
WR000560,,Anonymous,2025-09-21,Other,Birchwood Hall,High,Submission describes an ongoing issue related to other at Birchwood Hall.,True
WR000561,S009706,Student,2025-09-21,Bias Incident,Maple Ridge Hall,High,Reporter states they witnessed behavior consistent with bias incident.,False
WR000562,,Student,2025-09-22,Safety Hazard,Science Building,High,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000563,,Faculty,2025-09-23,Discrimination,Lakeside Terrace,Low,Reporter describes an incident involving discrimination that occurred at Lakeside Terrace.,False
WR000564,S009670,Anonymous,2025-09-23,Discrimination,East Lot,Low,Reporter states they witnessed behavior consistent with discrimination.,True
WR000565,S008738,Student,2025-09-23,Property Damage,Main Quad,Low,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000566,S008520,Parent,2025-09-23,Safety Hazard,Northgate Hall,Urgent,A concern was submitted regarding possible safety hazard near Northgate Hall.,False
WR000567,S003882,Faculty,2025-09-23,Other,Stadium,Medium,Concern raised about other; reporter requests follow-up from staff.,False
WR000568,S008805,Student,2025-09-23,Bias Incident,Meadowbrook Hall,Medium,A concern was submitted regarding possible bias incident near Meadowbrook Hall.,False
WR000569,S008828,Staff,2025-09-24,Hazing,Northgate Hall,Low,Submission describes an ongoing issue related to hazing at Northgate Hall.,False
WR000570,,Community Member,2025-09-26,Hazing,East Lot,Urgent,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000571,S007524,Student,2025-09-27,Discrimination,Recreation Center,Medium,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000572,,Student,2025-09-27,Hazing,Main Quad,Low,A concern was submitted regarding possible hazing near Main Quad.,False
WR000573,,Student,2025-09-30,Bullying/Harassment,Bellview Hall,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000574,S002250,Community Member,2025-10-01,Other,Fine Arts Center,Low,Concern raised about other; reporter requests follow-up from staff.,False
WR000575,S009741,Student,2025-10-02,Hazing,Off-Campus Housing,Medium,A concern was submitted regarding possible hazing near Off-Campus Housing.,False
WR000576,,Student,2025-10-02,Safety Hazard,Online / Remote,Low,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000577,S006532,Community Member,2025-10-03,Hazing,Northgate Hall,Low,A concern was submitted regarding possible hazing near Northgate Hall.,False
WR000578,S008428,Anonymous,2025-10-03,Safety Hazard,Main Quad,High,Reporter describes an incident involving safety hazard that occurred at Main Quad.,True
WR000579,,Parent,2025-10-03,Other,Lakeside Terrace,Medium,Reporter states they witnessed behavior consistent with other.,False
WR000580,,Anonymous,2025-10-04,Hazing,Fine Arts Center,High,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000581,,Anonymous,2025-10-05,Sexual Misconduct,Founders Hall,Low,A concern was submitted regarding possible sexual misconduct near Founders Hall.,True
WR000582,,Anonymous,2025-10-07,Alcohol/Drug Concern,Online / Remote,Urgent,A concern was submitted regarding possible alcohol/drug concern near Online / Remote.,True
WR000583,S006071,Student,2025-10-08,Academic Dishonesty,Birchwood Hall,Medium,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000584,,Student,2025-10-08,Bullying/Harassment,West Parking Garage,Low,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000585,S009946,Anonymous,2025-10-09,Hazing,Off-Campus,Medium,Reporter states they witnessed behavior consistent with hazing.,True
WR000586,S002531,Community Member,2025-10-09,Theft,Recreation Center,High,Concern raised about theft; reporter requests follow-up from staff.,False
WR000587,S008196,Anonymous,2025-10-09,Academic Dishonesty,Maple Ridge Hall,Medium,Submission describes an ongoing issue related to academic dishonesty at Maple Ridge Hall.,True
WR000588,,Staff,2025-10-10,Theft,Sunrise Commons,High,Reporter states they witnessed behavior consistent with theft.,False
WR000589,S005743,Student,2025-10-13,Alcohol/Drug Concern,Off-Campus Housing,Low,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000590,,Faculty,2025-10-14,Discrimination,Aspen Court,High,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000591,,Anonymous,2025-10-14,Discrimination,Fine Arts Center,Urgent,Submission describes an ongoing issue related to discrimination at Fine Arts Center.,True
WR000592,S005619,Anonymous,2025-10-14,Discrimination,Recreation Center,High,Reporter states they witnessed behavior consistent with discrimination.,True
WR000593,S003185,Student,2025-10-17,Sexual Misconduct,Aspen Court,High,Reporter describes an incident involving sexual misconduct that occurred at Aspen Court.,False
WR000594,,Anonymous,2025-10-17,Theft,Engineering Annex,Medium,A concern was submitted regarding possible theft near Engineering Annex.,True
WR000595,,Student,2025-10-18,Alcohol/Drug Concern,Founders Hall,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000596,,Faculty,2025-10-18,Alcohol/Drug Concern,Meadowbrook Hall,Medium,A concern was submitted regarding possible alcohol/drug concern near Meadowbrook Hall.,False
WR000597,,Anonymous,2025-10-19,Safety Hazard,Science Building,Medium,Submission describes an ongoing issue related to safety hazard at Science Building.,True
WR000598,,Community Member,2025-10-20,Discrimination,Highland Hall,Urgent,Reporter states they witnessed behavior consistent with discrimination.,False
WR000599,,Student,2025-10-25,Bullying/Harassment,Main Quad,High,A concern was submitted regarding possible bullying/harassment near Main Quad.,False
WR000600,S001027,Parent,2025-10-26,Academic Dishonesty,Highland Hall,Urgent,A concern was submitted regarding possible academic dishonesty near Highland Hall.,False
WR000601,S003916,Anonymous,2025-10-27,Mental Health Concern,Bellview Hall,Medium,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000602,,Student,2025-10-27,Hazing,Maple Ridge Hall,High,Reporter describes an incident involving hazing that occurred at Maple Ridge Hall.,False
WR000603,,Student,2025-10-29,Theft,Willow Creek Hall,High,Submission describes an ongoing issue related to theft at Willow Creek Hall.,False
WR000604,S004424,Faculty,2025-10-29,Hazing,Northgate Hall,Medium,Reporter describes an incident involving hazing that occurred at Northgate Hall.,False
WR000605,,Student,2025-10-30,Bullying/Harassment,Northgate Hall,Medium,A concern was submitted regarding possible bullying/harassment near Northgate Hall.,False
WR000606,,Community Member,2025-11-02,Bullying/Harassment,East Lot,Medium,Submission describes an ongoing issue related to bullying/harassment at East Lot.,False
WR000607,S000571,Staff,2025-11-02,Hazing,Northgate Hall,High,Reporter describes an incident involving hazing that occurred at Northgate Hall.,False
WR000608,,Anonymous,2025-11-03,Hazing,Aspen Court,Medium,A concern was submitted regarding possible hazing near Aspen Court.,True
WR000609,,Student,2025-11-04,Bullying/Harassment,Riverbend Hall,Medium,Reporter describes an incident involving bullying/harassment that occurred at Riverbend Hall.,False
WR000610,S005333,Faculty,2025-11-04,Safety Hazard,Off-Campus,Low,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000611,S004646,Student,2025-11-07,Property Damage,Recreation Center,High,Reporter describes an incident involving property damage that occurred at Recreation Center.,False
WR000612,,Anonymous,2025-11-07,Mental Health Concern,Stadium,High,Submission describes an ongoing issue related to mental health concern at Stadium.,True
WR000613,S005139,Anonymous,2025-11-07,Mental Health Concern,Summit House,Low,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000614,,Community Member,2025-11-07,Discrimination,Bellview Hall,High,Submission describes an ongoing issue related to discrimination at Bellview Hall.,False
WR000615,,Student,2025-11-09,Theft,Birchwood Hall,Medium,Reporter describes an incident involving theft that occurred at Birchwood Hall.,False
WR000616,S003755,Anonymous,2025-11-09,Academic Dishonesty,Stadium,Low,Reporter describes an incident involving academic dishonesty that occurred at Stadium.,True
WR000617,S003157,Anonymous,2025-11-09,Hazing,Bellview Hall,Medium,A concern was submitted regarding possible hazing near Bellview Hall.,True
WR000618,,Anonymous,2025-11-10,Bias Incident,Bike Path,High,Reporter describes an incident involving bias incident that occurred at Bike Path.,True
WR000619,,Community Member,2025-11-11,Safety Hazard,Founders Hall,Low,A concern was submitted regarding possible safety hazard near Founders Hall.,False
WR000620,,Anonymous,2025-11-11,Sexual Misconduct,Bellview Hall,Medium,Reporter describes an incident involving sexual misconduct that occurred at Bellview Hall.,True
WR000621,,Anonymous,2025-11-13,Alcohol/Drug Concern,Library,Low,Submission describes an ongoing issue related to alcohol/drug concern at Library.,True
WR000622,,Anonymous,2025-11-13,Discrimination,Engineering Annex,Medium,A concern was submitted regarding possible discrimination near Engineering Annex.,True
WR000623,S009032,Anonymous,2025-11-14,Theft,Sunrise Commons,High,A concern was submitted regarding possible theft near Sunrise Commons.,True
WR000624,S004021,Anonymous,2025-11-14,Academic Dishonesty,Online / Remote,Urgent,A concern was submitted regarding possible academic dishonesty near Online / Remote.,True
WR000625,,Anonymous,2025-11-14,Sexual Misconduct,Off-Campus Housing,Low,Reporter describes an incident involving sexual misconduct that occurred at Off-Campus Housing.,True
WR000626,,Anonymous,2025-11-14,Other,Willow Creek Hall,Low,Reporter describes an incident involving other that occurred at Willow Creek Hall.,True
WR000627,S003295,Anonymous,2025-11-14,Theft,Maple Ridge Hall,Medium,Concern raised about theft; reporter requests follow-up from staff.,True
WR000628,S007441,Anonymous,2025-11-15,Other,Student Union,Medium,Submission describes an ongoing issue related to other at Student Union.,True
WR000629,,Student,2025-11-15,Bullying/Harassment,Fine Arts Center,Low,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
